        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3878035  3878035  3878035  3745694  3745694            5      0.23023      0.23023
     adpsfc_t181    10362      587      587      577      577       0.7528      1.83688     0.591479
     adpsfc_t183    10362      224      224      222      222  3.35578e+09     0.097754    0.0420995
     adpsfc_t187    10362     2094     2094     2092     2092       2.2585     0.171596     0.134052
     adpsfc_q181    10362     3554     3554     3552     3552      913.651    0.0743285    0.0334262
     adpsfc_q183    10362     3774     3774     3770     3770      969.686    0.0176157   0.00893689
     adpsfc_q187    10362     2624     2624     2622     2622      470.259     0.534887     0.329513
    adpsfc_ps181    10362      589      589      580      578      55.0037      1.68741     0.441141
    adpsfc_ps187    10362     1959     1959     1958     1958      54.9416      1.53315     0.303263
    adpsfc_uv281    10362     1146     1146     1142     1142      1.70573     0.416383     0.222897
    adpsfc_uv284    10362      452      452      442      442      1.27911     0.819895      0.34578
    adpsfc_uv287    10362     4154     4154     4126     4126       1.5874     0.424692     0.252185
     adpupa_t120    28697    13429    13429    13242    13242  5.15893e+19    0.0605333    0.0304896
     adpupa_q120    28697     7018     7018     6953     6953     0.712247     0.116404    0.0395074
    adpupa_ps120    28697       81       81       81       81      70.2198     0.991806     0.303332
    adpupa_uv220    28697    30470    30470    30106    30106  5.86534e+19     0.383967     0.142929
     aircar_t133    53991    24529    24529    24524    24524     0.926956     0.405714     0.215397
     aircar_q133    53991     1779     1779     1779     1779    0.0062092     0.326392     0.180207
    aircar_uv233    53991    49218    49218    49140    49140      2.32628     0.497757      0.20551
     sfcshp_t180     6716     1489     1489     1488     1488  4.49013e+08    0.0751206    0.0537268
     sfcshp_t183     6716       93       93       93       93  1.79605e+09     0.332955     0.139734
     sfcshp_q180     6716      894      894      893      893  0.000991546     0.354404     0.183186
     sfcshp_q183     6716      518      518      517      517      948.447    0.0782459    0.0519999
    sfcshp_ps180     6716     2209     2209     2203     2203      38.1762      3.16269     0.647112
    sfcshp_uv280     6716     3458     3458     3454     3454      2.64684     0.190099    0.0940289
    sfcshp_uv282     6716       86       86       86       86      1.09443       2.2267     0.246039
    sfcshp_uv284     6716      472      472      472      472      1.12962     0.925714     0.250142
