        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3838139  3838139  3838139  3707218  3707218            5     0.389945     0.389945
     adpsfc_t181     8089      371      371      364      364       0.7528      2.21101      1.02841
     adpsfc_t183     8089      216      216      214      214  3.27836e+09     0.191718    0.0991375
     adpsfc_t187     8089     2077     2077     2077     2077       2.2585     0.199164     0.145185
     adpsfc_q181     8089     2604     2604     2602     2602      925.871    0.0688288    0.0378414
     adpsfc_q183     8089     2817     2817     2813     2813      960.803    0.0233452    0.0119747
     adpsfc_q187     8089     2396     2396     2394     2394      391.144     0.560657     0.301974
    adpsfc_ps181     8089      372      372      370      370      55.4903     0.905411     0.237731
    adpsfc_ps187     8089     1953     1953     1950     1950      54.9483      1.54017     0.306814
    adpsfc_uv281     8089      664      664      660      660      1.71389     0.435732     0.229986
    adpsfc_uv284     8089      428      428      424      424      1.28351     0.847196     0.354043
    adpsfc_uv287     8089     4114     4114     4096     4096       1.5874     0.574184     0.324847
     aircar_t133    36589    15272    15272    15241    15241      1.09287     0.416274     0.216845
     aircar_q133    36589     1281     1281     1281     1281     0.328308     0.374787     0.250072
    aircar_uv233    36589    30896    30896    30862    30862       2.3523     0.498035     0.211408
     sfcshp_t180     3324      697      697      693      693  7.59737e+08    0.0523649    0.0390736
     sfcshp_t183     3324       56       56       56       56  2.31455e+09    0.0770135    0.0546338
     sfcshp_q180     3324      478      478      476      476   0.00105519     0.425945     0.206804
     sfcshp_q183     3324      311      311      309      309      928.628    0.0974021    0.0439176
    sfcshp_ps180     3324     1308     1308     1292     1292      38.2287      3.93523     0.785742
    sfcshp_uv280     3324     2080     2080     2072     2072       2.6499     0.245212     0.136459
    sfcshp_uv282     3324       48       48       48       48      1.07916      1.32968     0.248265
    sfcshp_uv284     3324      268      268      240      240      1.10913      1.83006     0.571047
