loop1: max_iter=50, norm_reduction(target=0.001, final=0.00086412)
  i                   resNorm                         J                        Jb                      JoJc
  0         1477.165806173440      1483356.583291271003            0.000000000000      1483356.583291271003
  1         1238.378750508152      1478877.157328733010           18.391460953316      1478858.765867779963
  2         1052.391707471862      1476703.678493950050           46.729736714790      1476656.948757234961
  3          869.410099078616      1474800.598308167886           95.311050050086      1474705.287258117925
  4          621.853863855407      1472646.545891931979          197.765200306756      1472448.780691626016
  5          609.768781171809      1471480.940399303101          286.050785889518      1471194.889613413019
  6          475.175853566590      1470223.387312097009          425.900143088044      1469797.487169008935
  7          421.616042451791      1469094.985429733992          609.036187851313      1468485.949241882889
  8          359.834446279715      1468211.627844328992          807.530613008763      1467404.097231321037
  9          298.654938215468      1467469.156957174884         1027.946999231749      1466441.209957943996
 10          289.374242718995      1466803.539142695954         1284.949103273776      1465518.590039422037
 11          241.417967601645      1466292.592399059096         1533.674615988124      1464758.917783071054
 12          221.998933623672      1465924.143802063074         1749.796355436229      1464174.347446626984
 13          188.019965037945      1465636.331191482022         1947.177702906929      1463689.153488575015
 14          170.508708634466      1465371.130409658886         2158.547094395077      1463212.583315263968
 15          142.309237004237      1465185.608140195021         2328.058117238053      1462857.550022955984
 16          125.044141870925      1465031.955152075971         2486.382515064568      1462545.572637011996
 17          115.566788038117      1464908.853528524982         2628.728081454415      1462280.125447069993
 18           97.438616736039      1464817.210963437101         2746.306195261426      1462070.904768175911
 19           85.330008356486      1464738.046729414025         2858.332208197760      1461879.714521215996
 20           74.963938782766      1464682.223745166091         2944.863264974792      1461737.360480190953
 21           70.738942239745      1464640.608919244027         3014.694716198071      1461625.914203045890
 22           57.826128405910      1464603.562425744021         3081.829561725856      1461521.732864018995
 23           50.575351420847      1464579.436366413021         3128.727148733972      1461450.709217678988
 24           44.136409603716      1464558.494948806940         3172.150544509708      1461386.344404296950
 25           39.201113468271      1464543.149466572097         3206.047897490583      1461337.101569080958
 26           35.665764356958      1464531.575467958115         3233.135600284943      1461298.439867672976
 27           28.143809793636      1464521.373365784995         3258.425797837692      1461262.947567946976
 28           27.024048150469      1464513.888216580963         3278.075193123678      1461235.813023458002
 29           22.745257412977      1464508.787828854984         3292.159625413235      1461216.628203442087
 30           19.593423384366      1464504.009201832116         3306.032059667627      1461197.977142164018
 31           17.159411445842      1464500.884900974110         3315.555932425005      1461185.328968548914
 32           15.631907526829      1464498.811099163955         3322.138915860782      1461176.672183302930
 33           12.845030546396      1464496.774482979905         3328.874956963884      1461167.899526016088
 34           10.476325752183      1464495.094695280073         3334.692948017127      1461160.401747263037
 35            9.525527131218      1464493.965681676054         3338.780775965009      1461155.184905711096
 36            7.928603489711      1464493.100457858993         3342.045359654589      1461151.055098205106
 37            6.982727031527      1464492.500061979052         3344.400414872331      1461148.099647107068
 38            5.686817404893      1464491.993910359917         3346.463915328910      1461145.529995030956
 39            4.948823113114      1464491.666725945892         3347.848512361794      1461143.818213583902
 40            4.367613243933      1464491.406846743077         3348.987908922137      1461142.418937820941
 41            3.555292574850      1464491.222005862975         3349.826986170847      1461141.395019691903
 42            3.350441974362      1464491.095637822058         3350.419282468321      1461140.676355354022
 43            2.863949915831      1464490.989178579999         3350.934370503049      1461140.054808076937
 44            2.325293816383      1464490.915716534015         3351.300988629732      1461139.614727905020
 45            2.111270238765      1464490.858371590963         3351.595817910006      1461139.262553680921
 46            1.749546276873      1464490.819350074977         3351.802238472006      1461139.017111602938
 47            1.552740352514      1464490.787752577104         3351.974075286399      1461138.813677290920
 48            1.276449187636      1464490.763662324985         3352.108870062980      1461138.654792262008

loop2: max_iter=50, norm_reduction(target=0.001, final=0.00187148)
  i                   resNorm                         J                        Jb                      JoJc
  0           34.298681633916      1464571.138749324018         3352.108870062980      1461219.029879261041
  1           38.484862393094      1464556.828813709086         3354.754727080467      1461202.074086629087
  2           37.549728953029      1464553.739966016030         3355.698402629834      1461198.041563386098
  3           42.317321407141      1464550.176300775958         3356.937759231211      1461193.238541545114
  4           30.105095123703      1464547.999174386961         3357.742329855419      1461190.256844531978
  5           28.527276532113      1464542.804726776900         3360.257216860614      1461182.547509917058
  6           26.921553077577      1464540.332564347889         3361.804856240823      1461178.527708106907
  7           17.577417147423      1464537.999765980989         3363.382978120931      1461174.616787859937
  8           17.511324271614      1464535.846869124100         3365.058009346611      1461170.788859776920
  9           17.009011515628      1464534.406074869912         3366.206293717592      1461168.199781152885
 10           13.177397595129      1464532.593226318946         3368.093450182780      1461164.499776135897
 11           11.270377216619      1464531.469498319086         3369.215392584238      1461162.254105735105
 12           12.492939043819      1464530.502202241914         3370.099374732933      1461160.402827508980
 13           10.068616348424      1464529.585562556051         3371.288292438312      1461158.297270117095
 14            8.805905056799      1464528.812437332002         3372.262039938734      1461156.550397393992
 15            8.534577163686      1464528.356331876013         3372.907872700079      1461155.448459176114
 16            6.977957827400      1464527.855662981048         3373.583154473219      1461154.272508508060
 17            6.879712880007      1464527.515618606936         3373.997757024940      1461153.517861582106
 18            6.064153387988      1464527.212995793903         3374.511825553060      1461152.701170240995
 19            5.190127072204      1464526.936253970955         3374.902707437326      1461152.033546533901
 20            4.632335263844      1464526.735708819935         3375.237019731696      1461151.498689088970
 21            3.975152888954      1464526.562529206043         3375.577011822194      1461150.985517383087
 22            3.610241879672      1464526.429583393969         3375.813384980220      1461150.616198414005
 23            3.415336889053      1464526.345802071039         3375.915975994884      1461150.429826075910
 24            2.738753447820      1464526.249626921955         3376.055491677964      1461150.194135244004
 25            2.588353342341      1464526.184565769974         3376.153916418789      1461150.030649350956
 26            2.187088299986      1464526.138801970985         3376.207684070501      1461149.931117899949
 27            1.933885681923      1464526.101360409055         3376.208625021343      1461149.892735387897
 28            1.577608853244      1464526.071269155946         3376.170568482721      1461149.900700672995
 29            1.362360747338      1464526.049803708913         3376.140652818531      1461149.909150891006
 30            1.301272656716      1464526.030483819079         3376.090349189722      1461149.940134630073
 31            1.039251203050      1464526.020143921953         3376.067831153036      1461149.952312768903
 32            0.960463501954      1464526.009391745087         3376.019566646231      1461149.989825099008
 33            0.863231667642      1464526.001908750040         3375.991557607804      1461150.010351141915
 34            0.723139747362      1464525.996047727065         3375.965616845079      1461150.030430882005
 35            0.667019110645      1464525.991128379013         3375.948296207673      1461150.042832171079
 36            0.568497369605      1464525.987834661966         3375.947403276996      1461150.040431384929
 37            0.464524804546      1464525.985114692943         3375.946870708772      1461150.038243984105
 38            0.409825735108      1464525.982877206057         3375.941731922682      1461150.041145283030
 39            0.324956009167      1464525.981201282004         3375.926973082204      1461150.054228200112
 40            0.284976725628      1464525.980041166069         3375.918487281813      1461150.061553884996
 41            0.239233183775      1464525.979195611086         3375.906512623501      1461150.072682987899
 42            0.216613259286      1464525.978597179987         3375.895639513262      1461150.082957667066
 43            0.179101801251      1464525.978177401004         3375.886569282646      1461150.091608118033
 44            0.151857954338      1464525.977846259018         3375.884924643415      1461150.092921615113
 45            0.133646070437      1464525.977617386961         3375.883995789161      1461150.093621598091
 46            0.116006233698      1464525.977425053017         3375.886384190535      1461150.091040862957
 47            0.095738705414      1464525.977280620951         3375.888944474780      1461150.088336145971
 48            0.084164408100      1464525.977193555096         3375.892367923400      1461150.084825630998
 49            0.072406729359      1464525.977120938012         3375.896933388695      1461150.080187549116
 50            0.064189263063      1464525.977066494990         3375.900940497326      1461150.076125996886

