        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
     adpsfc_t181     8919     3416      386      373      373       0.7528      2.30228     0.673698
     adpsfc_t183     8919     3416      214      212      212  3.43401e+09    0.0647175    0.0377002
     adpsfc_t187     8919     2767     2125     2123     2123       2.2585     0.204253     0.143382
     adpsfc_q181     8919     3344     3091     3087     3087      935.322    0.0621968    0.0365468
     adpsfc_q183     8919     3344     3302     3296     3296      966.808    0.0149927   0.00749597
     adpsfc_q187     8919     2720     2469     2466     2466      392.673     0.437677     0.287466
    adpsfc_ps181     8919     6859      387      384      384      55.4476     0.897622     0.202688
    adpsfc_ps187     8919     2818     2003     2003     2003      54.7206      1.89498     0.296627
    adpsfc_uv281     8919     6212      676      672      672      1.72395     0.652139     0.269837
    adpsfc_uv284     8919     7922      424      418      418      1.28623     0.995603     0.367448
    adpsfc_uv287     8919     5062     3884     3872     3872       1.5874     0.675346     0.401763
     adpupa_t120     7342     1956     1956     1956     1956  8.80518e+19     0.171174     0.106942
     adpupa_q120     7342      354      354      354      354     0.306386      0.21772     0.107765
    adpupa_ps120     7342        3        3        2        2      69.4638     0.938551     0.504287
    adpupa_uv220     7342     5598     5598     5598     5598  1.24677e+20     0.426842     0.283754
     aircar_t133    59109    24973    24973    24957    24957     0.945236     0.332533     0.195595
     aircar_q133    59109     2517     2517     2517     2517     0.388264     0.254842     0.159458
    aircar_uv233    59109    50622    50622    50590    50590      2.33185     0.365314     0.190706
     sfcshp_t180     2928      756      523      521      521  9.79639e+08     0.139184     0.107044
     sfcshp_t183     2928      251       61       61       61  2.21766e+09      0.31199     0.224183
     sfcshp_q180     2928      436      330      328      328   0.00132589     0.813655     0.505209
     sfcshp_q183     2928      174      165      163      163      846.378     0.158541    0.0981517
    sfcshp_ps180     2928     2898     1107     1099     1097      38.4252      3.74639     0.860294
    sfcshp_uv280     2928     2446     1704     1700     1700      2.65846     0.306927     0.171368
    sfcshp_uv282     2928     2446       30       30       30      1.07925     0.989325     0.300464
    sfcshp_uv284     2928     2446      298      276      276      1.12283       2.2484     0.514745
