        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
     adpsfc_t181     9594     3770      593      577      577       0.7528      2.52601     0.742375
     adpsfc_t183     9594     3770      216      214      214   3.2063e+09     0.137043    0.0590721
     adpsfc_t187     9594     2981     2132     2130     2130       2.2585     0.216489     0.152561
     adpsfc_q181     9594     3691     3435     3432     3432      909.084    0.0689289    0.0405773
     adpsfc_q183     9594     3691     3650     3645     3645      969.372    0.0164183   0.00820474
     adpsfc_q187     9594     2934     2680     2677     2677      468.994     0.453888     0.258789
    adpsfc_ps181     9594     7583      592      585      585       54.951      1.82545     0.497536
    adpsfc_ps187     9594     3025     1999     1998     1998      54.7726      2.42322     0.286702
    adpsfc_uv281     9594     6826     1094     1088     1088      1.70222     0.602276     0.325308
    adpsfc_uv284     9594     8484      428      424      424      1.28377      1.06626     0.532957
    adpsfc_uv287     9594     5414     3820     3806     3806       1.5874     0.633309     0.402359
     adpupa_t120    11510     5442     5442     5442     5442      3.04335    0.0588541    0.0272708
     adpupa_q120    11510     3009     3009     3009     3009     0.638612     0.097864    0.0345669
    adpupa_ps120    11510       33       33       33       33      73.4263     0.997245     0.211462
    adpupa_uv220    11510    12082    12082    12082    12082      2.62221     0.435136     0.143519
     aircar_t133    60210    25542    25542    25492    25492     0.921811     0.308438     0.190184
     aircar_q133    60210     2258     2258     2258     2258     0.203165     0.161235     0.111933
    aircar_uv233    60210    51500    51500    51474    51474       2.3272     0.317694     0.170606
     sfcshp_t180     2054      869      697      696      695  5.36056e+08      0.16629     0.114403
     sfcshp_t183     2054      388       29       29       29  2.62613e+09     0.442542      0.47845
     sfcshp_q180     2054      524      483      482      482   0.00115339     0.712325     0.381394
     sfcshp_q183     2054      295      289      288      288      972.637    0.0445547    0.0353529
    sfcshp_ps180     2054     2036      793      777      775      38.2416      4.46152     0.701402
    sfcshp_uv280     2054     1714     1320     1314     1314      2.64886     0.244784      0.12747
    sfcshp_uv282     2054     1714       40       40       40      1.07919     0.953505     0.274854
    sfcshp_uv284     2054     1714      116      108      108      1.17338      2.69512      1.08191
