               program              observation         number         status
            larccld.fd                GOES_EAST        1047918           read
            larccld.fd                GOES_WEST         824481           read
           metarcld.fd                raw_METAR           5205           read
           metarcld.fd       METAR_on_MPAS_mesh        1110641      processed
          lightning.fd            raw_lightning          21608           read
          lightning.fd   lightning_on_MPAS_mesh           2275      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           61.5           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1110641       ingested
      cloudanalysis.fd                lightning           2275       ingested
      cloudanalysis.fd                     refl             33       ingested
