        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3874739  3874739  3874739  3738421  3738421            5     0.278712     0.278712
     adpsfc_t181     9676      562      562      553      553       0.7528      1.65583     0.755517
     adpsfc_t183     9676      219      219      217      217  3.11086e+09     0.121977    0.0727732
     adpsfc_t187     9676     2058     2058     2058     2058       2.2585     0.226859     0.177441
     adpsfc_q181     9676     3285     3285     3283     3283      910.151    0.0619952    0.0308992
     adpsfc_q183     9676     3500     3500     3496     3496      968.089    0.0211147    0.0109826
     adpsfc_q187     9676     2568     2568     2566     2566      465.859     0.428984         0.26
    adpsfc_ps181     9676      562      562      552      552      55.0913      1.58665     0.493418
    adpsfc_ps187     9676     1937     1937     1935     1935      55.0707      1.51117     0.324749
    adpsfc_uv281     9676     1108     1108     1104     1104      1.70628     0.550455     0.217788
    adpsfc_uv284     9676      434      434      428      428      1.28065     0.859577      0.35153
    adpsfc_uv287     9676     4114     4114     4102     4102       1.5874     0.546066     0.269729
     adpupa_t120      839      353      353      353      353      2.99561    0.0828812      0.03526
     adpupa_q120      839      180      180      180      180    0.0634042    0.0796888    0.0540744
    adpupa_ps120      839        3        3        3        3      71.4995      1.32923     0.039535
    adpupa_uv220      839      966      966      966      966      2.62143     0.507099     0.175413
     aircar_t133    19464     8397     8397     8394     8394      1.00459     0.353822     0.181109
     aircar_q133    19464      718      718      718      718     0.339405     0.179124    0.0996596
    aircar_uv233    19464    16934    16934    16924    16924      2.34212     0.580146     0.214014
     sfcshp_t180     3081      665      665      665      665  7.75567e+08    0.0486084    0.0364977
     sfcshp_t183     3081       45       45       45       45  2.10819e+09     0.149295     0.148804
     sfcshp_q180     3081      453      453      453      453   0.00105158      0.40655     0.239197
     sfcshp_q183     3081      290      290      290      290      940.444    0.0221746    0.0173285
    sfcshp_ps180     3081      759      759      754      754      38.0238      3.21793     0.968279
    sfcshp_uv280     3081     1250     1250     1250     1250      2.64736      0.21743     0.116863
    sfcshp_uv282     3081       30       30       30       30      1.07925      1.25614     0.300384
    sfcshp_uv284     3081      212      212      204      204      1.14245     0.954693      0.37903
