        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
     adpsfc_t181     8288     3070      366      361      361       0.7528      1.55393     0.613524
     adpsfc_t183     8288     3070      216      214      214  3.13258e+09    0.0800571    0.0408158
     adpsfc_t187     8288     2714     2091     2091     2091       2.2585     0.242797     0.210608
     adpsfc_q181     8288     2984     2732     2730     2730      930.608    0.0605349    0.0305077
     adpsfc_q183     8288     2984     2943     2939     2939      962.824    0.0216795    0.0118764
     adpsfc_q187     8288     2654     2403     2401     2401      387.367      0.44667     0.275136
    adpsfc_ps181     8288     6164      367      365      365      55.4595      1.14146     0.227417
    adpsfc_ps187     8288     2760     1983     1983     1983      55.0563      1.45869     0.297206
    adpsfc_uv281     8288     5974      640      636      636      1.72259     0.506836     0.222693
    adpsfc_uv284     8288     7882      430      422      422      1.28466     0.858462     0.314859
    adpsfc_uv287     8288     5280     4138     4134     4134       1.5874     0.415259     0.250104
     aircar_t133    24074    10912    10912    10906    10906     0.931253     0.375207      0.18766
     aircar_q133    24074     1016     1016     1016     1016     0.118921     0.377198     0.150899
    aircar_uv233    24074    22082    22082    22074    22074      2.32578     0.375947     0.150818
     sfcshp_t180     3185      866      664      662      662   5.4965e+08    0.0875673    0.0768487
     sfcshp_t183     3185      365       40       40       40  1.58114e+09      0.22175     0.152276
     sfcshp_q180     3185      536      458      457      457   0.00101217     0.595065     0.285931
     sfcshp_q183     3185      285      277      276      276      948.879     0.049159     0.033907
    sfcshp_ps180     3185     3166     1275     1264     1263      38.3147      2.52011     0.705845
    sfcshp_uv280     3185     2724     2060     2058     2058      2.64993     0.228697      0.11788
    sfcshp_uv282     3185     2724       30       30       30      1.07925     0.847341     0.119535
    sfcshp_uv284     3185     2724      234      232      232      1.12738      1.04218     0.351157
