        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3862660  3862660  3862660  3728631  3728631            5     0.311692     0.311692
     adpsfc_t181    11158      592      592      581      581       0.7528      1.48828     0.586085
     adpsfc_t183    11158      224      224      222      222    3.148e+09     0.112545      0.05933
     adpsfc_t187    11158     2071     2071     2071     2071       2.2585     0.173011     0.140745
     adpsfc_q181    11158     3687     3687     3685     3685      916.131    0.0821068    0.0321956
     adpsfc_q183    11158     3907     3907     3903     3903        970.7    0.0213181   0.00751267
     adpsfc_q187    11158     2598     2598     2596     2596      474.637     0.425459      0.25036
    adpsfc_ps181    11158      595      595      586      585      55.0421      1.37505     0.477045
    adpsfc_ps187    11158     1880     1880     1880     1880      55.0117      1.04318     0.289134
    adpsfc_uv281    11158     1156     1156     1150     1150      1.69797     0.520612     0.242814
    adpsfc_uv284    11158      452      452      438      438      1.28468      1.19107     0.364121
    adpsfc_uv287    11158     4120     4120     4116     4116       1.5874     0.413981      0.24829
     adpupa_t120    31565    15050    15050    15050    15050  5.02763e+19    0.0523217    0.0282773
     adpupa_q120    31565     7784     7784     7784     7784     0.350241    0.0967485    0.0401149
    adpupa_ps120    31565       88       88       87       87      70.0039     0.752886     0.355998
    adpupa_uv220    31565    32960    32960    32960    32960  5.39501e+19     0.550668     0.181361
     aircar_t133    51223    23777    23777    23772    23772     0.927991      0.32272     0.172189
     aircar_q133    51223     1457     1457     1457     1457     0.128861      0.45354     0.300354
    aircar_uv233    51223    47414    47414    47402    47402      2.32633     0.461434     0.204606
     sfcshp_t180     6743     1486     1486     1486     1486  5.80064e+08    0.0700968    0.0476014
     sfcshp_t183     6743      100      100      100      100  1.73205e+09     0.171907     0.126121
     sfcshp_q180     6743      844      844      844      844   0.00105057     0.499224     0.208199
     sfcshp_q183     6743      505      505      505      505      943.031    0.0769258    0.0341125
    sfcshp_ps180     6743     2204     2204     2194     2194      38.1573      3.20424     0.694009
    sfcshp_uv280     6743     3426     3426     3424     3424      2.64642     0.453758     0.131462
    sfcshp_uv282     6743       78       78       78       78      1.08379       1.3811     0.399801
    sfcshp_uv284     6743      456      456      456      456      1.13235      1.05772     0.227467
