        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
     adpsfc_t181     9111     3443      358      355      355       0.7528      1.33392     0.666557
     adpsfc_t183     9111     3443      213      211      211  3.22902e+09    0.0894918    0.0536648
     adpsfc_t187     9111     2684     2067     2067     2067       2.2585      0.24613     0.208816
     adpsfc_q181     9111     3354     3100     3098     3098      940.193    0.0359263    0.0202825
     adpsfc_q183     9111     3354     3309     3305     3305      967.209    0.0161253   0.00862883
     adpsfc_q187     9111     2629     2378     2376     2376      385.606     0.399907     0.254317
    adpsfc_ps181     9111     6928      359      357      357      55.4098     0.721018     0.232087
    adpsfc_ps187     9111     2728     1974     1974     1974      55.0645      1.71375     0.299225
    adpsfc_uv281     9111     6728      638      634      634      1.72429     0.457087      0.20217
    adpsfc_uv284     9111     8658      422      418      418      1.28616     0.869406     0.332562
    adpsfc_uv287     9111     5240     4100     4098     4098       1.5874     0.438514     0.252487
     adpupa_t120     1195      311      311      311      311   7.4082e+19     0.184005      0.12031
     adpupa_q120     1195       86       86       86       86  0.000801189     0.304823     0.120716
    adpupa_ps120     1195        2        2        2        2        73.37      2.42003      0.59106
    adpupa_uv220     1195     1246     1246     1246     1246  1.11445e+20     0.551885     0.220077
     aircar_t133    14446     6223     6223     6219     6219      1.18473     0.354521     0.192475
     aircar_q133    14446      384      384      384      384     0.183312     0.082228    0.0542761
    aircar_uv233    14446    12620    12620    12604    12604      2.36868     0.414063     0.179865
     sfcshp_t180     2576      846      618      618      618   5.6888e+08    0.0783384    0.0731363
     sfcshp_t183     2576      326       51       51       51  1.40028e+09    0.0818046    0.0834376
     sfcshp_q180     2576      504      415      415      415   0.00104097     0.473804     0.226747
     sfcshp_q183     2576      241      232      232      232      920.565    0.0690935    0.0498246
    sfcshp_ps180     2576     2565     1223     1219     1219      38.2302      3.66168     0.746948
    sfcshp_uv280     2576     1678     1154     1154     1154      2.65014     0.244037     0.140568
    sfcshp_uv282     2576     1678       46       46       46      1.07916     0.865855     0.161393
    sfcshp_uv284     2576     1678      236      232      232      1.12849      1.41056     0.487913
