               program              observation         number         status
            larccld.fd                GOES_EAST        1039705           read
            larccld.fd                GOES_WEST         825009           read
           metarcld.fd                raw_METAR           9094           read
           metarcld.fd       METAR_on_MPAS_mesh        1090093      processed
          lightning.fd            raw_lightning          11053           read
          lightning.fd   lightning_on_MPAS_mesh           1062      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           59.5           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1090093       ingested
      cloudanalysis.fd                lightning           1062       ingested
      cloudanalysis.fd                     refl             33       ingested
