        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3881192  3881192  3881192  3751367  3751367            5     0.294231     0.294231
     adpsfc_t181     9187      368      368      360      360       0.7528      2.86185      0.95565
     adpsfc_t183     9187      213      213      211      211  3.30159e+09      0.18641    0.0983996
     adpsfc_t187     9187     1976     1976     1975     1975       2.2585     0.622808     0.265445
     adpsfc_q181     9187     3111     3111     3108     3108      938.679     0.140945    0.0625958
     adpsfc_q183     9187     3321     3321     3316     3316      967.161    0.0389626     0.013256
     adpsfc_q187     9187     2297     2297     2294     2294      397.942     0.990781     0.417565
    adpsfc_ps181     9187      369      369      367      367      55.5473     0.570734     0.211242
    adpsfc_ps187     9187     1881     1881     1880     1880       54.873     0.678833     0.264347
    adpsfc_uv281     9187      658      658      654      654      1.72151     0.562146     0.283553
    adpsfc_uv284     9187      422      422      416      416      1.28356      1.03372     0.402987
    adpsfc_uv287     9187     3928     3928     3918     3918       1.5874     0.533436     0.322088
     aircar_t133    47611    19770    19770    19761    19761     0.944167     0.400694     0.195711
     aircar_q133    47611     1575     1575     1575     1575     0.127551     0.224758     0.113051
    aircar_uv233    47611    39810    39810    39800    39800      2.32932     0.522727     0.211043
     sfcshp_t180     3261      701      701      700      700  8.45154e+08    0.0506842    0.0354208
     sfcshp_t183     3261       53       53       53       53  1.37361e+09      0.11681     0.118193
     sfcshp_q180     3261      487      487      486      486   0.00109579     0.904726     0.314926
     sfcshp_q183     3261      311      311      310      310      930.595     0.441624     0.132327
    sfcshp_ps180     3261     1309     1309     1304     1303      38.2933      2.62328     0.811113
    sfcshp_uv280     3261     2104     2104     2102     2102      2.65374     0.203379     0.133255
    sfcshp_uv282     3261       34       34       34       34      1.07922      2.79324     0.534131
    sfcshp_uv284     3261      260      260      260      260      1.12292     0.795302     0.420299
