loop1: max_iter=50, norm_reduction(target=0.001, final=0.000820818)
  i                   resNorm                         J                        Jb                      JoJc
  0         1181.024143226782      1485054.514252346009            0.000000000000      1485054.514252346009
  1          729.874807047018      1481382.713416543091           19.331728036121      1481363.381688507041
  2          664.917498195585      1479464.494662445970           58.620622273833      1479405.874040171970
  3          663.989209367767      1477939.275804423960          127.632059769088      1477811.643744654953
  4          573.721505313075      1476912.930957402103          204.282954020854      1476708.648003380978
  5          391.129354905963      1475706.112769214902          341.661001867464      1475364.451767347055
  6          399.682594886380      1474777.814209093107          498.883194200150      1474278.931014893111
  7          313.796293746736      1473954.499881691998          694.975141369679      1473259.524740322027
  8          273.664148328216      1473374.012426499976          877.494084056233      1472496.518342443975
  9          233.100385096014      1472805.855869438034         1107.977943013178      1471697.877926425077
 10          233.815790728824      1472469.625793073094         1276.796998840569      1471192.828794233035
 11          185.935863731394      1472171.655960883014         1454.171584038321      1470717.484376844019
 12          151.955744877214      1471876.895722053945         1663.721036199034      1470213.174685854930
 13          142.498435109407      1471684.890092873946         1824.365717949599      1469860.524374923902
 14          115.851813551091      1471536.898899348918         1965.980073350589      1469570.918825997971
 15          113.904974737169      1471424.827812124044         2087.022486845057      1469337.805325279012
 16           85.633623384561      1471336.454008159926         2193.564279349504      1469142.889728809940
 17           87.162749137747      1471258.606558090076         2298.287546597050      1468960.319011492888
 18           75.131605347610      1471213.735451320885         2364.604780589173      1468849.130670731887
 19           69.392318905429      1471174.270765126916         2427.638566607427      1468746.632198519073
 20           57.518159720676      1471142.966717604082         2481.595666872387      1468661.371050731977
 21           44.829140656547      1471113.460959292017         2536.600385953581      1468576.860573339043
 22           45.664592960716      1471095.859433588106         2571.896098791694      1468523.963334796019
 23           39.657064989385      1471081.295720594935         2602.998373879477      1468478.297346716048
 24           28.896807286845      1471068.902578423964         2631.189561283659      1468437.713017140981
 25           24.886105312618      1471059.263035952114         2654.581745380031      1468404.681290572044
 26           20.661590173331      1471050.998284441885         2676.078192358057      1468374.920092083979
 27           18.337278895120      1471045.832161643077         2690.436275596460      1468355.395886047045
 28           14.854302078198      1471042.333523407113         2700.722592328689      1468341.610931077972
 29           13.131136405052      1471039.541432399070         2709.390531999801      1468330.150900399080
 30           10.390586392741      1471037.397367107915         2716.429908231830      1468320.967458876083
 31            9.765350467027      1471036.131164547056         2720.801474368506      1468315.329690179089
 32            7.485690873464      1471035.216808341909         2724.098032678428      1468311.118775663897
 33            6.199779613346      1471034.409171007108         2727.147526653448      1468307.261644354090
 34            5.599891558685      1471033.940037433989         2729.000996842344      1468304.939040591009
 35            4.861706145616      1471033.595953824930         2730.415531895350      1468303.180421930039
