        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3895260  3895260  3895260  3759060  3759060            5     0.359486     0.359486
     adpsfc_t181     9689      363      363      360      360       0.7528      1.27508      0.63561
     adpsfc_t183     9689      214      214      212      212  3.29379e+09    0.0637788    0.0360268
     adpsfc_t187     9689     2062     2062     2062     2062       2.2585     0.183776      0.15126
     adpsfc_q181     9689     3320     3320     3318     3318      943.408    0.0463558    0.0198798
     adpsfc_q183     9689     3531     3531     3527     3527      968.949    0.0175507   0.00820722
     adpsfc_q187     9689     2369     2369     2367     2367      389.057     0.504762     0.323603
    adpsfc_ps181     9689      364      364      362      362      55.7378      1.53104     0.268588
    adpsfc_ps187     9689     1955     1955     1954     1954      55.1016      1.86048     0.307943
    adpsfc_uv281     9689      650      650      646      646      1.72456     0.609358     0.290543
    adpsfc_uv284     9689      424      424      416      416      1.28686      1.00581     0.398114
    adpsfc_uv287     9689     4104     4104     4090     4090       1.5874     0.503101     0.283127
     adpupa_t120      973      252      252      252      252  8.11558e+19     0.291899     0.157522
     adpupa_q120      973       58       58       58       58  0.000646688    0.0939436    0.0716019
    adpupa_ps120      973        0        0        0        0            0            0            0
    adpupa_uv220      973     1086     1086     1086     1086  1.21062e+20     0.595287     0.236852
     aircar_t133     8904     3323     3323     3314     3314      1.22039     0.546833     0.237008
     aircar_q133     8904      135      135      135      135      1.85518     0.180955    0.0949076
    aircar_uv233     8904     6682     6682     6670     6670       2.3786     0.618521     0.216902
     sfcshp_t180     3302      717      717      715      715  7.47958e+08    0.0699471    0.0851193
     sfcshp_t183     3302       50       50       50       50  1.41421e+09      0.11926    0.0857868
     sfcshp_q180     3302      505      505      503      503   0.00108576     0.329143     0.224336
     sfcshp_q183     3302      328      328      326      326      942.227    0.0684781    0.0529441
    sfcshp_ps180     3302     1332     1332     1324     1323       38.212      5.29103     0.740158
    sfcshp_uv280     3302     2118     2118     2102     2102      2.64857     0.280519     0.144434
    sfcshp_uv282     3302       42       42       42       42      1.07918     0.816078     0.311304
    sfcshp_uv284     3302      250      250      250      250      1.12336      1.23518     0.292087
