loop1: max_iter=50, norm_reduction(target=0.001, final=0.000847962)
  i                   resNorm                         J                        Jb                      JoJc
  0         1731.589782743730      1375520.415960696060            0.000000000000      1375520.415960696060
  1         1338.547786420839      1371081.263615794946           13.144378781966      1371068.119237012928
  2          626.914171069348      1368214.463244556915           44.777547224678      1368169.685697332956
  3          613.288179769477      1367125.757901899051           70.501743321879      1367055.256158577045
  4          571.097971524353      1366148.913874991937          112.522742758820      1366036.391132232966
  5          406.093617326535      1365327.558496403974          169.995306397125      1365157.563190006884
  6          393.114237720696      1364445.774442974944          268.641379377289      1364177.133063596906
  7          338.528041056722      1363841.028471570928          368.400993642494      1363472.627477928996
  8          352.242735745923      1363489.730097542983          443.078485768816      1363046.651611773996
  9          269.176511883521      1362955.039987249998          590.172016763764      1362364.867970485939
 10          266.487559232823      1362621.736766162096          707.195864660455      1361914.540901501896
 11          182.601792383994      1362251.162701931084          868.447697845213      1361382.715004086029
 12          155.484613849735      1361975.152675345074         1016.807491046055      1360958.345184298931
 13          167.893038660953      1361789.112992796116         1136.235332753839      1360652.877660041908
 14          162.461873162049      1361695.914220659994         1203.848599819173      1360492.065620840993
 15          116.345807420784      1361553.666157617001         1320.180367879459      1360233.485789736966
 16          113.670067981118      1361434.896655102028         1432.482868619886      1360002.413786482997
 17          100.194853625813      1361352.778432202060         1520.575191622215      1359832.203240579925
 18           85.843458146284      1361284.052544197068         1602.754796352737      1359681.297747843899
 19           68.508401789540      1361240.667437073076         1659.637717831657      1359581.029719240963
 20           71.586941838674      1361192.663948612986         1728.801701322917      1359463.862247290090
 21           58.551189815563      1361162.491065347102         1776.455154339179      1359386.035911008017
 22           54.187021518659      1361140.050404632930         1814.565742443962      1359325.484662188916
 23           44.232028064490      1361123.248206039891         1845.004057001096      1359278.244149039034
 24           36.295536004650      1361108.049242700916         1874.367674028663      1359233.681568671949
 25           30.243612763514      1361095.069137945073         1901.272612374044      1359193.796525571030
 26           28.642763645304      1361083.981320661958         1926.076311981256      1359157.905008680886
 27           21.797591384702      1361077.190555833047         1942.351495381264      1359134.839060452068
 28           22.644026307442      1361072.922593139112         1953.149844193862      1359119.772748945048
 29           17.171920258692      1361068.842617214890         1964.036481247255      1359104.806135968072
 30           15.972782039138      1361065.921692586038         1972.267628095162      1359093.654064490926
 31           13.144030693784      1361063.600765702082         1979.158418011842      1359084.442347689997
 32           11.573740858828      1361061.974495832110         1984.230342345401      1359077.744153486099
 33           10.113059040345      1361060.763067438966         1988.184225030469      1359072.578842408024
 34            8.683264797321      1361059.760786046041         1991.607549560614      1359068.153236486018
 35            7.433199758990      1361059.049556565005         1994.146758492228      1359064.902798072901
 36            6.647551769894      1361058.478313477011         1996.275484962158      1359062.202828513924
 37            5.136058680995      1361058.123726841062         1997.649138779436      1359060.474588061916
 38            4.382407772575      1361057.786844037939         1999.006424398312      1359058.780419640010
 39            3.724226768757      1361057.594242499908         1999.813094463056      1359057.781148036942
 40            3.123715586873      1361057.416967476951         2000.584179739733      1359056.832787737017
 41            2.832647912074      1361057.313661210937         2001.050536315658      1359056.263124895049
 42            2.582616693651      1361057.241632685065         2001.386035327631      1359055.855597357033
 43            1.948483849160      1361057.176808567951         2001.697803341246      1359055.479005225934
 44            1.778719750393      1361057.126771362033         2001.947046409819      1359055.179724951973
 45            1.468322282754      1361057.094687334960         2002.112234782315      1359054.982452552067

loop2: max_iter=50, norm_reduction(target=0.001, final=0.00150492)
  i                   resNorm                         J                        Jb                      JoJc
  0           40.165291796546      1361061.349715627031         2002.112234782315      1359059.237480845070
  1           34.790028319679      1361058.692915757885         2002.347243123669      1359056.345672633965
  2           40.246535562729      1361053.169137948891         2003.033650676490      1359050.135487273103
  3           53.261896315620      1361047.332471238915         2004.103481060312      1359043.228990179021
