        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3908200  3908200  3908200  3772585  3772585            5     0.333743     0.333743
     adpsfc_t181     9992      381      381      370      370       0.7528      2.76893     0.753115
     adpsfc_t183     9992      212      212      210      210  3.23669e+09     0.112212    0.0560358
     adpsfc_t187     9992     2125     2125     2122     2122       2.2585     0.215526     0.146903
     adpsfc_q181     9992     3474     3474     3471     3471      943.188    0.0670704    0.0403401
     adpsfc_q183     9992     3684     3684     3679     3679      970.349     0.020577    0.0104138
     adpsfc_q187     9992     2461     2461     2458     2458      391.242      0.52736      0.32104
    adpsfc_ps181     9992      382      382      380      380      55.4368      1.53074     0.251063
    adpsfc_ps187     9992     1963     1963     1962     1962      54.6984      1.86857     0.299654
    adpsfc_uv281     9992      670      670      666      666       1.7126     0.482165      0.24545
    adpsfc_uv284     9992      420      420      412      412      1.28699      0.80896     0.368945
    adpsfc_uv287     9992     3910     3910     3894     3894       1.5874     0.555262     0.349884
     adpupa_t120        1        0        0        0        0            0            0            0
     adpupa_q120        1        0        0        0        0            0            0            0
    adpupa_ps120        1        0        0        0        0            0            0            0
    adpupa_uv220        1        0        0        0        0            0            0            0
     aircar_t133    56480    24430    24430    24420    24420     0.912798     0.347616     0.196665
     aircar_q133    56480     2276     2276     2276     2276     0.157538     0.370605     0.215176
    aircar_uv233    56480    49246    49246    49218    49218      2.32559      0.39348     0.189432
     sfcshp_t180     3274      685      685      685      685  8.54358e+08    0.0749708    0.0654783
     sfcshp_t183     3274       54       54       54       54  1.36083e+09    0.0538516    0.0508652
     sfcshp_q180     3274      465      465      465      465   0.00111922     0.505099     0.312497
     sfcshp_q183     3274      311      311      311      311      929.098    0.0453111    0.0330833
    sfcshp_ps180     3274     1289     1289     1277     1277      38.2128      4.43204     0.871959
    sfcshp_uv280     3274     2044     2044     2044     2044      2.64887     0.254618      0.13248
    sfcshp_uv282     3274       40       40       40       40      1.07919      1.16419     0.255689
    sfcshp_uv284     3274      260      260      256      256      1.11284      1.65629     0.316527
