        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3892934  3892934  3892934       06       06     0.445448      3759775      3759775
     adpsfc_t181     9093      361      361      354      354       0.7528      1.62264     0.597442
     adpsfc_t183     9093      216      216      214      214      3.41793    0.0594876    0.0323842
     adpsfc_t187     9093     2123     2123     2118     2118       2.2585     0.196505     0.135927
     adpsfc_q181     9093     3068     3068     3062     3062      938.959    0.0524814    0.0271444
     adpsfc_q183     9093     3282     3282     3274     3274      966.115    0.0169597   0.00896274
     adpsfc_q187     9093     2442     2442     2438     2438      382.281     0.492706     0.288582
    adpsfc_ps181     9093      362      362      360      360      55.6835       1.0775     0.269815
    adpsfc_ps187     9093     1991     1991     1991     1991       54.767      1.11684      0.30402
    adpsfc_uv281     9093      630      630      626      626       1.7233      0.67155     0.324102
    adpsfc_uv284     9093      428      428      422      422      1.28461      1.22063     0.528722
    adpsfc_uv287     9093     4056     4056     4040     4040       1.5874     0.763889     0.444185
     aircar_t133    52682    22685    22685    22678    22678     0.965797     0.348403     0.214815
     aircar_q133    52682     1928     1928     1928     1928     0.368863     0.291195     0.183772
    aircar_uv233    52682    45740    45740    45728    45728      2.33379     0.418518     0.219476
     sfcshp_t180     2045      473      473      471      471      1.12867     0.169956      0.12042
     sfcshp_t183     2045       57       57       57       57      6.47745     0.155079     0.137241
     sfcshp_q180     2045      415      415      414      414    0.0011092     0.669197     0.363736
     sfcshp_q183     2045      302      302      301      301      926.685    0.0525043    0.0497554
    sfcshp_ps180     2045      567      567      552      552      38.0584      3.59721     0.706053
    sfcshp_uv280     2045      896      896      896      896      2.64673     0.176713     0.122429
    sfcshp_uv282     2045       46       46       46       46      1.07916       2.3798     0.471159
    sfcshp_uv284     2045      234      234      190      190      1.12209      2.84559     0.860317
