        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3883429  3883429  3883429  3749583  3749583            5     0.381937     0.381937
     adpsfc_t181     9785      387      387      378      378       0.7528      2.17519     0.575424
     adpsfc_t183     9785      213      213      211      211  3.51031e+09    0.0732636    0.0367258
     adpsfc_t187     9785     2084     2084     2080     2080       2.2585     0.231138     0.160077
     adpsfc_q181     9785     3372     3372     3369     3369      940.502    0.0698869    0.0418036
     adpsfc_q183     9785     3581     3581     3576     3576      969.655    0.0194744    0.0100857
     adpsfc_q187     9785     2425     2425     2422     2422      397.263     0.460813     0.294404
    adpsfc_ps181     9785      388      388      384      384      55.2091      1.16924     0.249527
    adpsfc_ps187     9785     1935     1935     1934     1934      54.7742      1.47927     0.297017
    adpsfc_uv281     9785      676      676      660      660      1.71225     0.885599     0.394163
    adpsfc_uv284     9785      422      422      400      400      1.28448      1.33566      0.56347
    adpsfc_uv287     9785     3876     3876     3856     3856       1.5874      0.73672     0.447127
     adpupa_t120     6059     1660     1660     1660     1660  9.64853e+19     0.148909     0.100855
     adpupa_q120     6059      129      129      129      129      1.06478     0.573286     0.187207
    adpupa_ps120     6059        1        1        1        1      80.6036     0.252514     0.787371
    adpupa_uv220     6059     5116     5116     5116     5116  1.22694e+20     0.408396     0.277441
     aircar_t133    56665    24506    24506    24491    24491     0.938059     0.300376     0.179788
     aircar_q133    56665     2035     2035     2035     2035      0.24155      0.26423     0.168605
    aircar_uv233    56665    49460    49460    49428    49428      2.32878     0.375033     0.194134
     sfcshp_t180     3266      690      690      689      689  1.20473e+09    0.0978612    0.0793448
     sfcshp_t183     3266       58       58       57       57  1.32453e+09     0.170164     0.132747
     sfcshp_q180     3266      471      471      470      470   0.00126036     0.687008     0.321885
     sfcshp_q183     3266      314      314      313      313      929.561     0.153724    0.0827272
    sfcshp_ps180     3266     1294     1294     1285     1284      39.8236      3.99057       0.8008
    sfcshp_uv280     3266     2068     2068     2068     2068      2.66579     0.386909     0.184175
    sfcshp_uv282     3266       46       46       46       46      1.07916     0.527603     0.139467
    sfcshp_uv284     3266      270      270      262      262      1.11266      1.48371     0.538821
