               program              observation         number         status
            larccld.fd                GOES_EAST        1045953           read
            larccld.fd                GOES_WEST         825043           read
           metarcld.fd                raw_METAR           5325           read
           metarcld.fd       METAR_on_MPAS_mesh        1108470      processed
          lightning.fd            raw_lightning          32388           read
          lightning.fd   lightning_on_MPAS_mesh           3882      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           63.0           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1108470       ingested
      cloudanalysis.fd                lightning           3882       ingested
      cloudanalysis.fd                     refl             33       ingested
