        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3911790  3911790  3911790  3793352  3793352            5     0.320758     0.320758
     adpsfc_t181     9238      377      377      365      365       0.7528      1.92942     0.641895
     adpsfc_t183     9238      213      213      211      211   3.3726e+09    0.0694445      0.04495
     adpsfc_t187     9238     2136     2136     2130     2130       2.2585     0.206089     0.147125
     adpsfc_q181     9238     3206     3206     3203     3203      939.198    0.0502166    0.0336359
     adpsfc_q183     9238     3417     3417     3412     3412       967.92    0.0132084   0.00696687
     adpsfc_q187     9238     2468     2468     2465     2465      388.086     0.479855     0.289656
    adpsfc_ps181     9238      378      378      375      375      55.5548      1.91646     0.230161
    adpsfc_ps187     9238     1998     1998     1998     1998      54.7009      2.38785      0.30317
    adpsfc_uv281     9238      654      654      650      650      1.72369     0.490646     0.255474
    adpsfc_uv284     9238      422      422      416      416       1.2871     0.960266     0.403942
    adpsfc_uv287     9238     4000     4000     3986     3986       1.5874     0.653862     0.397417
     adpupa_t120     6180     1738     1738     1738     1738  8.02413e+19     0.174127     0.111272
     adpupa_q120     6180      357      357      357      357     0.518677     0.159271    0.0799969
    adpupa_ps120     6180        4        4        4        4      69.1584      3.68053     0.759438
    adpupa_uv220     6180     5300     5300     5300     5300  1.14629e+20     0.468529     0.276818
     aircar_t133    60419    25708    25708    25655    25655     0.984486     0.367003      0.20368
     aircar_q133    60419     2217     2217     2217     2217     0.355438     0.251043     0.162482
    aircar_uv233    60419    51698    51698    51656    51656      2.33581     0.448453     0.221188
     sfcshp_t180     2133      672      672      672      672  6.68153e+08    0.0601388    0.0510148
     sfcshp_t183     2133       47       47       45       45  2.10819e+09     0.177741     0.163746
     sfcshp_q180     2133      458      458      458      458   0.00114118     0.446442      0.28702
     sfcshp_q183     2133      278      278      278      278      941.654     0.270455     0.213086
    sfcshp_ps180     2133      768      768      763      763      38.0436      4.51758     0.761277
    sfcshp_uv280     2133     1294     1294     1294     1294      2.64721     0.279871     0.142856
    sfcshp_uv282     2133       36       36       36       36      1.07997     0.655412     0.327626
    sfcshp_uv284     2133      218      218      204      202      1.14785      1.81298     0.837294
