               program              observation         number         status
            larccld.fd                GOES_EAST        1043652           read
            larccld.fd                GOES_WEST         821340           read
           metarcld.fd                raw_METAR           5004           read
           metarcld.fd       METAR_on_MPAS_mesh        1108752      processed
          lightning.fd            raw_lightning          13252           read
          lightning.fd   lightning_on_MPAS_mesh           2291      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           59.0           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1108752       ingested
      cloudanalysis.fd                lightning           2291       ingested
      cloudanalysis.fd                     refl             33       ingested
