        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3891353  3891353  3891353  3755108  3755108            5     0.355697     0.355697
     adpsfc_t181     8147      387      387      378      378       0.7528      2.37707      0.59734
     adpsfc_t183     8147      212      212      210      210  3.38062e+09    0.0835346    0.0501532
     adpsfc_t187     8147     2126     2126     2125     2125       2.2585     0.237338     0.147356
     adpsfc_q181     8147     2672     2672     2669     2669       924.75    0.0718971    0.0495119
     adpsfc_q183     8147     2881     2881     2876     2876      962.377   0.00996726   0.00619357
     adpsfc_q187     8147     2469     2469     2466     2466      393.188      0.50565     0.301676
    adpsfc_ps181     8147      388      388      386      386      55.2252      0.87486     0.225093
    adpsfc_ps187     8147     1976     1976     1972     1972      54.8053      1.77578      0.30463
    adpsfc_uv281     8147      676      676      672      672      1.71344     0.607962     0.313895
    adpsfc_uv284     8147      420      420      416      416      1.28634      1.09497     0.460269
    adpsfc_uv287     8147     3850     3850     3838     3838       1.5874     0.667365     0.389011
     adpupa_t120      967      492      492      492      492      2.92149     0.120703    0.0714886
     adpupa_q120      967      288      288      288      288    0.0528719     0.181414     0.101223
    adpupa_ps120      967        5        5        5        5      69.6429     0.848322     0.121321
    adpupa_uv220      967      936      936      936      936      2.61226     0.684452     0.285231
     aircar_t133    56905    24151    24151    24126    24126      1.01236     0.461504     0.235279
     aircar_q133    56905     1990     1990     1990     1990     0.604616     0.267288     0.150266
    aircar_uv233    56905    48584    48584    48540    48540      2.34366      0.54467     0.240161
     sfcshp_t180     3241      672      672      669      669  7.73245e+08     0.157784     0.126006
     sfcshp_t183     3241       57       57       55       55   1.3484e+09     0.101119     0.103247
     sfcshp_q180     3241      456      456      454      454    0.0011325     0.648122     0.353867
     sfcshp_q183     3241      298      298      296      296      927.235     0.272582     0.202922
    sfcshp_ps180     3241     1287     1287     1268     1268      38.2287      4.91513     0.791645
    sfcshp_uv280     3241     2070     2070     2068     2068      2.64893     0.430614     0.176158
    sfcshp_uv282     3241       34       34       34       34      1.07922      1.65792     0.255175
    sfcshp_uv284     3241      262      262      252      252      1.12317      1.14173     0.380309
