               program              observation         number         status
            larccld.fd                GOES_EAST        1045349           read
            larccld.fd                GOES_WEST         825576           read
           metarcld.fd                raw_METAR           5479           read
           metarcld.fd       METAR_on_MPAS_mesh        1108858      processed
          lightning.fd            raw_lightning          38538           read
          lightning.fd   lightning_on_MPAS_mesh           4222      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           66.0           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1108858       ingested
      cloudanalysis.fd                lightning           4222       ingested
      cloudanalysis.fd                     refl             33       ingested
