        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3950330  3950330  3950330  3813585  3813585            5     0.477239     0.477239
     adpsfc_t181     8392      379      379      371      371       0.7528       1.8561      0.64035
     adpsfc_t183     8392      209      209      207      207  3.40503e+09    0.0456917    0.0327672
     adpsfc_t187     8392     2113     2113     2111     2111       2.2585     0.256816     0.177672
     adpsfc_q181     8392     2810     2810     2807     2807      930.069    0.0598644    0.0421725
     adpsfc_q183     8392     3017     3017     3012     3012      964.404    0.0122684   0.00767076
     adpsfc_q187     8392     2451     2451     2448     2448      390.477     0.480855     0.294959
    adpsfc_ps181     8392      380      380      375      375      55.3666      1.49525      0.41282
    adpsfc_ps187     8392     1988     1988     1988     1988      54.8335      1.42276     0.322947
    adpsfc_uv281     8392      744      744      740      740      1.72012     0.646164     0.307832
    adpsfc_uv284     8392      416      416      412      412      1.28529      0.99589     0.398363
    adpsfc_uv287     8392     3932     3932     3914     3914       1.5874     0.762536     0.442415
     adpupa_t120      121       64       64       64       64      2.54463     0.105129    0.0788234
     adpupa_q120      121       61       61       61       61   0.00269448     0.118428     0.108908
    adpupa_ps120      121        2        2        2        2      70.0721      2.78275     0.571666
    adpupa_uv220      121      108      108      108      108      2.51997     0.245531       0.1649
     aircar_t133    49504    21641    21641    21615    21615      1.04933     0.449144     0.247454
     aircar_q133    49504     1491     1491     1491     1491     0.368562     0.381084     0.244935
    aircar_uv233    49504    43520    43520    43480    43480      2.34693     0.531402     0.268028
     sfcshp_t180     2802      543      543      539      539  1.05507e+09     0.170027     0.141087
     sfcshp_t183     2802       40       40       40       40  1.58114e+09     0.276607     0.261755
     sfcshp_q180     2802      346      346      342      342   0.00119843     0.719479     0.440656
     sfcshp_q183     2802      210      210      206      206      928.628     0.100394    0.0694987
    sfcshp_ps180     2802     1127     1127     1117     1117      38.3034      4.06509     0.780817
    sfcshp_uv280     2802     1758     1758     1754     1754      2.65288     0.398498     0.216497
    sfcshp_uv282     2802       20       20       20       20      1.07938      2.22962     0.726205
    sfcshp_uv284     2802      226      226      218      218      1.12962      2.12391     0.452523
