               program              observation         number         status
            larccld.fd                GOES_EAST        1052349           read
            larccld.fd                GOES_WEST         822275           read
           metarcld.fd                raw_METAR           5505           read
           metarcld.fd       METAR_on_MPAS_mesh        1062511      processed
          lightning.fd            raw_lightning          13574           read
          lightning.fd   lightning_on_MPAS_mesh           1345      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           63.0           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1062511       ingested
      cloudanalysis.fd                lightning           1345       ingested
      cloudanalysis.fd                     refl             33       ingested
