        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3898691  3898691  3898691  3762573  3762573            5     0.313761     0.313761
     adpsfc_t181     8209      370      370      367      367       0.7528      1.29669     0.617794
     adpsfc_t183     8209      219      219      217      217  3.25562e+09    0.0831146    0.0481548
     adpsfc_t187     8209     2065     2065     2065     2065       2.2585     0.156447     0.135885
     adpsfc_q181     8209     2590     2590     2588     2588      925.877    0.0431636    0.0242032
     adpsfc_q183     8209     2806     2806     2802     2802      960.094    0.0201582    0.0103213
     adpsfc_q187     8209     2374     2374     2372     2372      391.881      0.38774     0.265936
    adpsfc_ps181     8209      371      371      369      369      55.6071      1.03215     0.254621
    adpsfc_ps187     8209     1938     1938     1937     1937      55.0641       1.8744     0.304142
    adpsfc_uv281     8209      652      652      644      644      1.72272     0.530993     0.261547
    adpsfc_uv284     8209      434      434      426      426      1.28367      0.96612     0.402616
    adpsfc_uv287     8209     4112     4112     4100     4098       1.5874     0.504192     0.283341
     aircar_t133    10691     4314     4314     4309     4309      1.00157     0.982216      0.38158
     aircar_q133    10691      310      310      310      310     0.466857     0.604781     0.236494
    aircar_uv233    10691     8710     8710     8658     8658      2.33878      0.79956     0.236352
     sfcshp_t180     3216      672      672      670      670  1.02214e+09    0.0435946    0.0533491
     sfcshp_t183     3216       57       57       55       55   1.3484e+09    0.0846537    0.0537356
     sfcshp_q180     3216      467      467      465      465    0.0010775     0.378089     0.236608
     sfcshp_q183     3216      329      329      327      327      931.002     0.235389     0.174148
    sfcshp_ps180     3216     1283     1283     1277     1275      38.2504      4.77151     0.779672
    sfcshp_uv280     3216     2044     2044     2040     2040      2.65172     0.395864     0.162481
    sfcshp_uv282     3216       40       40       40       40      1.07919      2.18681     0.232223
    sfcshp_uv284     3216      274      274      274      274      1.12789      1.16194     0.327829
