        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3875563  3875563  3875563  3743591  3743591            5     0.373858     0.373858
     adpsfc_t181     9111      386      386      379      379       0.7528       2.9567     0.625374
     adpsfc_t183     9111      215      215      213      213  3.28605e+09    0.0839306    0.0298601
     adpsfc_t187     9111     1997     1997     1996     1996       2.2585     0.239213     0.157235
     adpsfc_q181     9111     3079     3079     3076     3076      934.913    0.0608327    0.0339645
     adpsfc_q183     9111     3291     3291     3286     3286      966.551    0.0150756   0.00706859
     adpsfc_q187     9111     2340     2340     2337     2337      403.894     0.691911     0.401236
    adpsfc_ps181     9111      387      387      385      385      55.3998      1.44282     0.251681
    adpsfc_ps187     9111     1849     1849     1849     1849      54.7238      1.95709      0.29192
    adpsfc_uv281     9111      676      676      672      672      1.72271     0.668964     0.332394
    adpsfc_uv284     9111      426      426      416      416      1.28675      1.02222      0.43481
    adpsfc_uv287     9111     3638     3638     3624     3624       1.5874     0.632165     0.371432
     adpupa_t120        1        0        0        0        0            0            0            0
     adpupa_q120        1        0        0        0        0            0            0            0
    adpupa_ps120        1        0        0        0        0            0            0            0
    adpupa_uv220        1        0        0        0        0            0            0            0
     aircar_t133    57574    24187    24187    24168    24168     0.921809     0.413197     0.214161
     aircar_q133    57574     1670     1670     1670     1670    0.0416131     0.346789      0.22796
    aircar_uv233    57574    48630    48630    48568    48568      2.32721     0.506845     0.220036
     sfcshp_t180     3221      668      668      665      665  7.75567e+08     0.112127    0.0906811
     sfcshp_t183     3221       54       54       54       54  1.36083e+09    0.0846602    0.0802088
     sfcshp_q180     3221      457      457      454      454   0.00108232     0.632747     0.368297
     sfcshp_q183     3221      303      303      300      300      926.434     0.137261     0.074797
    sfcshp_ps180     3221     1276     1276     1264     1263      38.2644      4.22114     0.787147
    sfcshp_uv280     3221     2016     2016     2010     2010      2.64872     0.328752     0.175416
    sfcshp_uv282     3221       46       46       46       46      1.07916      3.12103     0.309259
    sfcshp_uv284     3221      256      256      212      212      1.13223      2.58125     0.697215
