        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3890485  3890485  3890485  3755443  3755443            5     0.464379     0.464379
     adpsfc_t181     8812      378      378      369      369       0.7528      1.53264      0.48108
     adpsfc_t183     8812      213      213      211      211   3.3726e+09    0.0495643    0.0270338
     adpsfc_t187     8812     2079     2079     2077     2077       2.2585     0.219965     0.153703
     adpsfc_q181     8812     2966     2966     2963     2963      933.825    0.0702385    0.0418536
     adpsfc_q183     8812     3176     3176     3171     3171       965.68    0.0140684   0.00833238
     adpsfc_q187     8812     2412     2412     2409     2409      393.625      0.52698     0.322372
    adpsfc_ps181     8812      379      379      375      375      55.2926      1.76688     0.314396
    adpsfc_ps187     8812     1960     1960     1960     1960      54.8382      1.22855     0.331002
    adpsfc_uv281     8812      658      658      652      652      1.71115     0.874329     0.364051
    adpsfc_uv284     8812      422      422      404      404      1.28928      1.32912     0.411814
    adpsfc_uv287     8812     4058     4058     4030     4030       1.5874     0.757702     0.428305
     aircar_t133    54775    23271    23271    23261    23261      1.02045     0.354871      0.19354
     aircar_q133    54775     1870     1870     1870     1870     0.342043     0.295378      0.17016
    aircar_uv233    54775    46988    46988    46954    46954      2.34105     0.493808     0.242044
     sfcshp_t180     3190      670      670      670      670  8.63868e+08     0.159428     0.134938
     sfcshp_t183     3190       45       45       45       45  2.10819e+09     0.803594     0.388876
     sfcshp_q180     3190      466      466      466      466   0.00113905     0.595474     0.385928
     sfcshp_q183     3190      294      294      294      294      941.265     0.100327    0.0513232
    sfcshp_ps180     3190     1271     1271     1266     1266       38.274      3.40368     0.828892
    sfcshp_uv280     3190     2032     2032     2032     2032      2.65136     0.293403     0.148001
    sfcshp_uv282     3190       30       30       30       30      1.07925      0.62039    0.0949401
    sfcshp_uv284     3190      238      238      236      236      1.13455      1.63807      0.45919
