loop1: max_iter=50, norm_reduction(target=0.001, final=0.000895524)
  i                   resNorm                         J                        Jb                      JoJc
  0          994.683768715830        48469.496040182887            0.000000000000        48469.496040182887
  1          841.622130840684        41358.684945517984          102.211136204446        41256.473809313531
  2          593.067869031228        37826.569616646630          264.198000960350        37562.371615686279
  3          512.445819600213        35146.333853225573          508.636128275470        34637.697724950100
  4          382.545295827981        32688.639847865481          911.763754176797        31776.876093688679
  5          317.105970239154        30952.032547074490         1370.012302002212        29582.020245072279
  6          257.575582463268        29689.828060443240         1855.184095064036        27834.643965379200
  7          211.326930053825        28734.740652868430         2359.295890214557        26375.444762653871
  8          178.642073887470        28133.029493868769         2769.775034320819        25363.254459547948
  9          150.707954800624        27690.698286823510         3142.269719965238        24548.428566858271
 10          130.675249226307        27383.659246854379         3452.689763139178        23930.969483715209
 11          110.628083333101        27172.165298113679         3702.168472004459        23469.996826109222
 12           93.075011468286        27028.332981914460         3895.375065573006        23132.957916341449
 13           79.687267691675        26920.099351679630         4058.687909263259        22861.411442416371
 14           66.889840132958        26846.489847322740         4182.021202808476        22664.468644514262
 15           55.655164008538        26786.905881383758         4292.200947275822        22494.704934107940
 16           47.460388398516        26750.786643204930         4365.193667834727        22385.592975370200
 17           40.505765601711        26721.776215117541         4428.717572464769        22293.058642652770
 18           33.443019783725        26700.076001375830         4480.202455488600        22219.873545887229
 19           28.440458922827        26686.364612777881         4515.159056217726        22171.205556560159
 20           22.848845208037        26676.070258615051         4543.171461299955        22132.898797315102
 21           19.367639150400        26668.505510407089         4565.132454640643        22103.373055766449
 22           15.952402693176        26663.488508330171         4580.613774029132        22082.874734301040
 23           13.287627891256        26659.545083285640         4593.530870445433        22066.014212840211
 24           11.467085826286        26657.158169490969         4601.800594915027        22055.357574575941
 25            9.217151436108        26655.471270847731         4607.941995761089        22047.529275086639
 26            7.802115194531        26654.187988203139         4612.851414916344        22041.336573286801
 27            6.926591009247        26653.395435024519         4616.028586452194        22037.366848572321
 28            5.396092262937        26652.785550572080         4618.581804840676        22034.203745731411
 29            5.047404129000        26652.405815849968         4620.237876063382        22032.167939786588
 30            3.797786017719        26652.108005407099         4621.587795969863        22030.520209437240
 31            3.309842265076        26651.911387539410         4622.513300191257        22029.398087348149
 32            2.729450588216        26651.755689825259         4623.274534064702        22028.481155760561
 33            2.234418752779        26651.655903192292         4623.780853083008        22027.875050109280
 34            1.840401014096        26651.582685676691         4624.165744123147        22027.416941553540
 35            1.517852382094        26651.532573437999         4624.438616071220        22027.093957366778
 36            1.337225930312        26651.496830016771         4624.640119432723        22026.856710584048
 37            1.036574476190        26651.473585470369         4624.775530292938        22026.698055177429
 38            0.890763580298        26651.457857204001         4624.869984577443        22026.587872626551

loop2: max_iter=50, norm_reduction(target=0.001, final=0.000959945)
  i                   resNorm                         J                        Jb                      JoJc
  0           53.927236786503        26743.811119336569         4624.869984577443        22118.941134759130
  1           29.312472667999        26711.623025100489         4625.994806115264        22085.628218985221
  2           23.017106623399        26702.154595752610         4627.395611863732        22074.758983888871
  3           18.715384281924        26696.760949146530         4629.178626469481        22067.582322677052
  4           18.619057312679        26693.638480831611         4630.160939025111        22063.477541806500
  5           16.565452336524        26691.379530305050         4631.484473740575        22059.895056564481
  6           11.807274258169        26689.701349863401         4632.675700184404        22057.025649678999
  7           10.366637318791        26687.937432175640         4634.183197954149        22053.754234221491
  8            8.499543033745        26686.698344024710         4635.826482699029        22050.871861325679
  9            7.747663788539        26685.740283730640         4637.159768668635        22048.580515062000
 10            6.658012525429        26685.069699306321         4638.153355258641        22046.916344047680
 11            5.743094575816        26684.510787782841         4638.956515791713        22045.554271991128
 12            4.684038086337        26684.072229578709         4639.494909075604        22044.577320503100
 13            4.586768589218        26683.735709474200         4639.984138349123        22043.751571125082
 14            3.639656985046        26683.513270292791         4640.327583949861        22043.185686342931
 15            3.109499307867        26683.334418128419         4640.494627098918        22042.839791029510
 16            2.690949954660        26683.202759561569         4640.471922731332        22042.730836830240
 17            2.303349411878        26683.100030117621         4640.356735694338        22042.743294423279
 18            1.802406957841        26683.023191457542         4640.280732503208        22042.742458954330
 19            1.602466776009        26682.972810535761         4640.179988220918        22042.792822314841
 20            1.300273346370        26682.937041204641         4640.123110114258        22042.813931090379
 21            1.131955487466        26682.913469227500         4640.101660851023        22042.811808376478
 22            0.922455121459        26682.896580576489         4640.085915951865        22042.810664624620
 23            0.765186719916        26682.884832019688         4640.103675246621        22042.781156773071
 24            0.655238266507        26682.876584686459         4640.112518223324        22042.764066463140
 25            0.551460557761        26682.870982378081         4640.099975351885        22042.771007026189
 26            0.452833816751        26682.866964120039         4640.086147235208        22042.780816884831
 27            0.357482446574        26682.863965701308         4640.073522214030        22042.790443487280
 28            0.322928771293        26682.861980401980         4640.083452352314        22042.778528049668
 29            0.262268473982        26682.860602307090         4640.091825319763        22042.768776987330
 30            0.219227875732        26682.859747060411         4640.099059928264        22042.760687132140
 31            0.179605435963        26682.859046454811         4640.105324078179        22042.753722376630
 32            0.150023903581        26682.858605206431         4640.110640751558        22042.747964454869
 33            0.126649822165        26682.858297425551         4640.112097939632        22042.746199485919
 34            0.112946478321        26682.858101144640         4640.111750596948        22042.746350547699
 35            0.084969918371        26682.857955866391         4640.111683661547        22042.746272204840
 36            0.072414803182        26682.857856109360         4640.111849862708        22042.746006246649
 37            0.059465231744        26682.857780227139         4640.112531109027        22042.745249118110
 38            0.051767195261        26682.857730027550         4640.114531726621        22042.743198300930

