        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3901718  3901718  3901718  3767946  3767946            5      0.28469      0.28469
     adpsfc_t181     9503      565      565      561      561       0.7528      1.69298     0.770813
     adpsfc_t183     9503      215      215      213      213  3.21382e+09    0.0779105    0.0452031
     adpsfc_t187     9503     2075     2075     2075     2075       2.2585     0.217245      0.17055
     adpsfc_q181     9503     3274     3274     3272     3272      909.334    0.0643392    0.0314861
     adpsfc_q183     9503     3483     3483     3479     3479      968.824    0.0165765   0.00813886
     adpsfc_q187     9503     2589     2589     2587     2587       465.21      0.49972     0.283232
    adpsfc_ps181     9503      564      564      554      554      55.0961      2.35297     0.461681
    adpsfc_ps187     9503     1979     1979     1977     1977      55.0267      2.35193     0.295622
    adpsfc_uv281     9503     1106     1106     1102     1102       1.7046     0.511689     0.236833
    adpsfc_uv284     9503      426      426      416      416      1.28269     0.872165     0.351833
    adpsfc_uv287     9503     4102     4102     4078     4078       1.5874     0.511275     0.278848
     adpupa_t120     1204      562      562      562      562      2.84573    0.0361838    0.0206007
     adpupa_q120     1204      273      273      273      273   0.00194177      0.09667    0.0518848
    adpupa_ps120     1204        3        3        3        3      71.7435     0.165607    0.0868288
    adpupa_uv220     1204     1280     1280     1280     1280      2.61673     0.224256     0.115213
     aircar_t133     7615     2607     2607     2591     2591     0.942904     0.574206     0.307823
     aircar_q133     7615       47       47       47       47   0.00161472      1.48071       0.7728
    aircar_uv233     7615     5274     5274     5266     5266      2.33155     0.388256     0.151343
     sfcshp_t180     3164      682      682      681      681  7.66402e+08    0.0433115    0.0376415
     sfcshp_t183     3164       51       51       51       51  2.80056e+09    0.0973626     0.136981
     sfcshp_q180     3164      479      479      478      478   0.00104774     0.471137     0.228234
     sfcshp_q183     3164      296      296      295      295      937.867    0.0555049    0.0617395
    sfcshp_ps180     3164      781      781      777      776      38.0508      4.29711     0.767076
    sfcshp_uv280     3164     1314     1314     1312     1312      2.64735     0.207064    0.0989946
    sfcshp_uv282     3164       30       30       30       30      1.07925      1.10779     0.165099
    sfcshp_uv284     3164      234      234      234      234      1.13755     0.974012     0.472361
