        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3892025  3892025  3892025  3759257  3759257            5     0.231751     0.231751
     adpsfc_t181     9705      372      372      365      365       0.7528      1.71924     0.898627
     adpsfc_t183     9705      216      216      214      214  3.13258e+09     0.109657    0.0734587
     adpsfc_t187     9705     2065     2065     2065     2065       2.2585     0.215279     0.179718
     adpsfc_q181     9705     3285     3285     3283     3283      941.669    0.0427121    0.0242219
     adpsfc_q183     9705     3497     3497     3493     3493      968.504    0.0151965   0.00900092
     adpsfc_q187     9705     2376     2376     2374     2374      392.252     0.380118     0.248298
    adpsfc_ps181     9705      373      373      370      370       55.627     0.937028     0.294075
    adpsfc_ps187     9705     1945     1945     1945     1945       55.102      1.05021     0.281858
    adpsfc_uv281     9705      722      722      718      718      1.71958     0.368659      0.18212
    adpsfc_uv284     9705      428      428      420      420      1.27909     0.761899     0.275871
    adpsfc_uv287     9705     4102     4102     4082     4082       1.5874     0.458512     0.266934
     aircar_t133    10857     3486     3486     3478     3478     0.903352     0.416721     0.196455
     aircar_q133    10857       83       83       83       83    0.0018632     0.960381     0.366407
    aircar_uv233    10857     7012     7012     6996     6996      2.32294     0.614063     0.203727
     sfcshp_t180     2955      569      569      569      569  1.10916e+09    0.0677253     0.081512
     sfcshp_t183     2955       56       56       56       56  1.33631e+09     0.211542     0.193839
     sfcshp_q180     2955      375      375      375      375   0.00114368     0.532234     0.279255
     sfcshp_q183     2955      246      246      246      246      911.958    0.0456714    0.0268961
    sfcshp_ps180     2955     1161     1161     1155     1155      38.7872      3.06403     0.829792
    sfcshp_uv280     2955     1814     1814     1814     1814      2.65791     0.183966     0.114293
    sfcshp_uv282     2955       38       38       38       38       1.0792      0.80406     0.171287
    sfcshp_uv284     2955      294      294      294      294       1.1237     0.720323     0.243089
