               program              observation         number         status
            larccld.fd                GOES_EAST        1047484           read
            larccld.fd                GOES_WEST         822431           read
           metarcld.fd                raw_METAR           5510           read
           metarcld.fd       METAR_on_MPAS_mesh        1111492      processed
          lightning.fd            raw_lightning          39961           read
          lightning.fd   lightning_on_MPAS_mesh           4908      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           63.0           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1111492       ingested
      cloudanalysis.fd                lightning           4908       ingested
      cloudanalysis.fd                     refl             33       ingested
