        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
     adpsfc_t181     8656     3290      380      369      369       0.7528      2.81549     0.712904
     adpsfc_t183     8656     3290      210      208      208  3.25222e+09     0.107532    0.0414681
     adpsfc_t187     8656     2714     2084     2081     2081       2.2585     0.223132     0.156834
     adpsfc_q181     8656     3224     2975     2972     2972       933.85    0.0870446    0.0546656
     adpsfc_q183     8656     3224     3183     3178     3178       966.08    0.0196155    0.0114778
     adpsfc_q187     8656     2668     2421     2418     2418      393.417     0.433787     0.271684
    adpsfc_ps181     8656     6593      381      378      378      55.5343      1.71342     0.221686
    adpsfc_ps187     8656     2758     1967     1966     1966      54.7347      2.41902     0.284421
    adpsfc_uv281     8656     5956      662      656      656      1.72366     0.669825     0.277272
    adpsfc_uv284     8656     7674      416      410      410      1.28875       1.0195     0.366889
    adpsfc_uv287     8656     4898     3750     3746     3746       1.5874     0.711318     0.431962
     adpupa_t120     6997     1927     1927     1927     1927  8.32146e+19     0.190649     0.132714
     adpupa_q120     6997      379      379      379      379     0.333589     0.285801     0.139533
    adpupa_ps120     6997        4        4        4        4      73.5338      1.89697      1.41823
    adpupa_uv220     6997     6542     6542     6542     6542  1.13723e+20     0.502296     0.282126
     aircar_t133    54869    22978    22978    22964    22963     0.980088     0.334815     0.193018
     aircar_q133    54869     1888     1888     1888     1888     0.253906      0.16686     0.120976
    aircar_uv233    54869    46360    46360    46332    46332      2.33509     0.342324     0.171758
     sfcshp_t180     3201      884      667      666      666  7.74984e+08     0.116656     0.112407
     sfcshp_t183     3201      380       51       51       51   1.9803e+09     0.326027     0.224587
     sfcshp_q180     3201      536      455      454      454   0.00119622     0.781236     0.357876
     sfcshp_q183     3201      289      282      281      281      940.399       1.0031     0.745075
    sfcshp_ps180     3201     3189     1277     1273     1270      38.5428      4.87617     0.689214
    sfcshp_uv280     3201     2724     2040     2038     2038      2.65378     0.308668     0.152225
    sfcshp_uv282     3201     2724       30       28       28      1.07927      1.85826     0.224057
    sfcshp_uv284     3201     2724      254      236      236      1.13033       1.3628      0.45937
