loop1: max_iter=50, norm_reduction(target=0.001, final=0.000775192)
  i                   resNorm                         J                        Jb                      JoJc
  0          821.087852249071      1395199.100429519080            0.000000000000      1395199.100429519080
  1          781.427807679300      1391591.939520114101           38.599508404838      1391553.340011708904
  2          561.768507436191      1389157.015227829106          127.717832537794      1389029.297395291971
  3          385.273760767704      1386588.103980134008          343.798243229669      1386244.305736904964
  4          394.374694426517      1384946.303889167029          605.177425764042      1384341.126463402994
  5          334.616328879371      1383684.105824949918          922.105099939029      1382762.000725011108
  6          335.397180419543      1382734.765181859955         1258.271593781416      1381476.493588079000
  7          238.251127594020      1382159.142111897003         1517.830632338522      1380641.311479558004
  8          206.554827672874      1381431.412242663093         1935.350276534804      1379496.061966127949
  9          183.036865470689      1381049.736768174917         2207.645012198866      1378842.091755975969
 10          159.612025893590      1380736.417686502915         2471.147832511132      1378265.269853991922
 11          124.686342609293      1380471.366591684055         2732.739918602149      1377738.626673081890
 12           98.929281828151      1380259.368400004925         2977.574108047736      1377281.794291957049
 13           85.046073575844      1380115.915697595105         3169.046255728460      1376946.869441865943
 14           71.045534058088      1380014.039543827064         3323.586705267631      1376690.452838560101
 15           67.491066240239      1379955.677939387038         3421.925155026090      1376533.752784360899
 16           53.310091603319      1379906.816246534931         3512.118755589737      1376394.697490944993
 17           43.023842850578      1379869.393919460941         3587.799393317281      1376281.594526143977
 18           39.124969765811      1379842.545346820960         3647.091504307948      1376195.453842513030
 19           31.218635635951      1379825.035888117971         3688.896731662458      1376136.139156456105
 20           27.118929988908      1379812.437011244940         3721.135625007545      1376091.301386238076
 21           20.845387714168      1379802.336643744027         3748.836558247262      1376053.500085497042
 22           18.425127183898      1379795.862423762912         3767.815832647979      1376028.046591114951
 23           15.213355277202      1379791.373484083917         3781.792995497525      1376009.580488586100
 24           13.056569711347      1379788.261500562076         3792.041780247238      1375996.219720314955
 25           10.524797746872      1379786.027930914890         3799.799301911337      1375986.228629003046
 26            8.130379143727      1379784.288355229888         3806.175452862418      1375978.112902367022
 27            7.654066883977      1379783.254011189099         3810.166971540753      1375973.087039648090
 28            5.768034027684      1379782.499112786027         3813.219483341252      1375969.279629444005
 29            4.557679276125      1379781.920107590035         3815.675840067970      1375966.244267521892
 30            3.879530031656      1379781.566872742027         3817.246680585985      1375964.320192155894
 31            3.248638133346      1379781.327824407024         3818.356872032758      1375962.970952373929
 32            2.526078053567      1379781.166198039893         3819.139143644937      1375962.027054395061
 33            2.109359956849      1379781.055490728933         3819.696949442969      1375961.358541286085
 34            1.778567062282      1379780.984860358993         3820.066788401166      1375960.918071958004
 35            1.362538917802      1379780.932244826108         3820.352896475180      1375960.579348349944
 36            1.183916841559      1379780.898309146054         3820.544534732433      1375960.353774413001
 37            0.969363122850      1379780.877089160029         3820.668606688510      1375960.208482471062
 38            0.840203630926      1379780.862383980071         3820.757425067779      1375960.104958913056
 39            0.636500412378      1379780.852152087027         3820.821213205068      1375960.030938881915

loop2: max_iter=50, norm_reduction(target=0.001, final=0.000858813)
  i                   resNorm                         J                        Jb                      JoJc
  0           38.069489270916      1379830.260124114109         3820.821213205068      1376009.438910908997
  1           23.632314368352      1379808.634502032073         3823.370375973601      1375985.264126058901
  2           25.760587324281      1379802.437944109086         3825.071973438467      1375977.365970670013
  3           19.249130897816      1379800.184919016901         3825.907215512735      1375974.277703504078
  4           18.175572517117      1379796.760717272991         3827.060696259929      1375969.700021014083
  5           15.027964293083      1379795.065518663032         3827.860149905479      1375967.205368757946
  6           13.962520889862      1379792.999516092939         3829.021493628985      1375963.978022464085
  7           11.123092416628      1379791.678455004934         3829.885376692364      1375961.793078313116
  8            9.701172778561      1379790.139185997890         3831.164405048326      1375958.974780949997
  9            8.814252398211      1379788.868561323034         3832.112417080280      1375956.756144243060
 10            8.492628471478      1379788.115288768895         3832.444256292180      1375955.671032476937
 11            6.641549828239      1379787.430444146972         3832.661688031435      1375954.768756115111
 12            6.051777881275      1379786.882750398945         3832.712722609881      1375954.170027788961
 13            4.786409060285      1379786.509443891933         3832.736211650447      1375953.773232240928
 14            4.230196712612      1379786.187891918002         3832.759584994263      1375953.428306923946
 15            3.918675781089      1379785.968459618045         3832.765427071857      1375953.203032545978
 16            2.977299714257      1379785.817490492947         3832.732827867605      1375953.084662626032
 17            2.482683285999      1379785.678636770928         3832.624748430012      1375953.053888340946
 18            2.187630435634      1379785.594356839079         3832.457803673473      1375953.136553165969
 19            1.777616209566      1379785.535674253013         3832.344351833441      1375953.191322420025
 20            1.481817844565      1379785.491523359902         3832.261995446336      1375953.229527913965
 21            1.225736341310      1379785.459913267987         3832.215307194166      1375953.244606073014
 22            1.028305181075      1379785.437647297047         3832.193495223688      1375953.244152073981
