        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3877582  3877582  3877582  3747468  3747468            5     0.421949     0.421949
     adpsfc_t181     8866      362      362      352      352       0.7528      1.45108     0.536166
     adpsfc_t183     8866      208      208      206      206  3.26797e+09    0.0626309    0.0432372
     adpsfc_t187     8866     2094     2094     2088     2088       2.2585     0.196958     0.145064
     adpsfc_q181     8866     3068     3068     3064     3064      938.999    0.0719044     0.048296
     adpsfc_q183     8866     3274     3274     3268     3268      967.317    0.0177621   0.00981295
     adpsfc_q187     8866     2409     2409     2405     2405      384.895     0.483226      0.30674
    adpsfc_ps181     8866      363      363      360      360      55.3904      1.05073     0.259203
    adpsfc_ps187     8866     1988     1988     1987     1987      54.7415      1.13895     0.311146
    adpsfc_uv281     8866      632      632      628      628      1.70961     0.675654     0.291046
    adpsfc_uv284     8866      412      412      406      406      1.28253      1.38775     0.468202
    adpsfc_uv287     8866     4004     4004     3972     3972       1.5874     0.711366      0.41149
     adpupa_t120        1        0        0        0        0            0            0            0
     adpupa_q120        1        0        0        0        0            0            0            0
    adpupa_ps120        1        0        0        0        0            0            0            0
    adpupa_uv220        1        0        0        0        0            0            0            0
     aircar_t133    58766    25453    25453    25440    25440     0.925558     0.344341     0.214679
     aircar_q133    58766     2361     2361     2361     2361     0.330313     0.277338     0.166175
    aircar_uv233    58766    51042    51042    51024    51024      2.32807     0.383078     0.212667
     sfcshp_t180     3198      659      659      657      657  8.72373e+08     0.089535    0.0598541
     sfcshp_t183     3198       45       45       45       45  3.33333e+09     0.539591     0.316312
     sfcshp_q180     3198      450      450      450      450   0.00110454     0.421404      0.21578
     sfcshp_q183     3198      272      272      272      272      938.397     0.192582     0.112048
    sfcshp_ps180     3198     1253     1253     1247     1247      38.2046      3.55405     0.806949
    sfcshp_uv280     3198     2060     2060     2056     2056      2.65086     0.253755     0.149664
    sfcshp_uv282     3198       30       30       28       28      1.07918      1.14215     0.185686
    sfcshp_uv284     3198      246      246      238      238      1.12725      1.97599     0.669806
