        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
     adpsfc_t181     8862     3323      374      368      368       0.7528      1.87709     0.480626
     adpsfc_t183     8862     3323      216      214      214  3.41793e+09    0.0605738     0.019822
     adpsfc_t187     8862     2740     2107     2105     2105       2.2585     0.213801     0.157949
     adpsfc_q181     8862     3258     2996     2992     2992      935.193    0.0545447    0.0320683
     adpsfc_q183     8862     3258     3209     3203     3203      965.535    0.0193877   0.00965443
     adpsfc_q187     8862     2693     2438     2434     2434      389.499     0.412982     0.283804
    adpsfc_ps181     8862     6684      375      373      373      55.6158       1.4309     0.336075
    adpsfc_ps187     8862     2786     1987     1986     1986      54.8083      1.32055     0.345156
    adpsfc_uv281     8862     6380      654      646      646      1.72515     0.721225     0.294866
    adpsfc_uv284     8862     8288      428      420      420      1.28535        1.448     0.493772
    adpsfc_uv287     8862     5280     4122     4066     4066       1.5874      0.77042      0.45457
     aircar_t133    52293    22132    22132    22119    22119      1.06994     0.355797     0.215564
     aircar_q133    52293     1893     1893     1893     1893     0.283215     0.313948     0.190692
    aircar_uv233    52293    44948    44948    44916    44916      2.35109     0.476395     0.260179
     sfcshp_t180     3259      909      679      676      676  6.66173e+08     0.120653    0.0903242
     sfcshp_t183     3259      403       54       52       52   2.7735e+09     0.297255     0.227909
     sfcshp_q180     3259      574      483      480      480   0.00115523     0.428728     0.296787
     sfcshp_q183     3259      315      307      304      304      937.985    0.0864729     0.067431
    sfcshp_ps180     3259     3235     1283     1274     1274      38.2555      3.37781     0.779248
    sfcshp_uv280     3259     2774     2046     2040     2040       2.6507     0.296116     0.184968
    sfcshp_uv282     3259     2774       46       46       46      1.07916      2.97824     0.525273
    sfcshp_uv284     3259     2774      250      238      238      1.14212      1.98813      0.67689
