               program              observation         number         status
            larccld.fd                GOES_EAST        1040321           read
            larccld.fd                GOES_WEST         824991           read
           metarcld.fd                raw_METAR           5482           read
           metarcld.fd       METAR_on_MPAS_mesh        1092649      processed
          lightning.fd            raw_lightning          43942           read
          lightning.fd   lightning_on_MPAS_mesh           6116      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           66.5           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1092649       ingested
      cloudanalysis.fd                lightning           6116       ingested
      cloudanalysis.fd                     refl             33       ingested
