        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3851369  3851369  3851369  3718316  3718316            5     0.337725     0.337725
     adpsfc_t181     9718      368      368      361      361       0.7528       1.8872     0.821934
     adpsfc_t183     9718      215      215      213      213  3.42594e+09     0.116699     0.055364
     adpsfc_t187     9718     2042     2042     2042     2042       2.2585     0.220526     0.174231
     adpsfc_q181     9718     3265     3265     3263     3263      941.632    0.0657216     0.038171
     adpsfc_q183     9718     3478     3478     3474     3474      968.187    0.0165759   0.00892135
     adpsfc_q187     9718     2357     2357     2355     2355      392.754     0.452515     0.260988
    adpsfc_ps181     9718      369      369      367      367      55.5739      1.33673     0.227484
    adpsfc_ps187     9718     1902     1902     1902     1902      55.0287      1.22427     0.307982
    adpsfc_uv281     9718      658      658      650      650      1.72477     0.558075     0.213044
    adpsfc_uv284     9718      426      426      416      416      1.28748      1.01991     0.333987
    adpsfc_uv287     9718     4070     4070     4060     4060       1.5874     0.521368      0.28403
     aircar_t133    23577    10076    10076    10059    10059     0.991451     0.352928     0.186563
     aircar_q133    23577      619      619      619      619   0.00190825     0.335011     0.169815
    aircar_uv233    23577    20336    20336    20324    20324      2.33613     0.428264     0.189852
     sfcshp_t180     3278      673      673      673      673  1.01986e+09    0.0625283    0.0497831
     sfcshp_t183     3278       61       61       61       61  1.28037e+09    0.0516218    0.0412385
     sfcshp_q180     3278      464      464      464      464   0.00108195     0.388827     0.276343
     sfcshp_q183     3278      311      311      311      311      923.902    0.0802561    0.0517464
    sfcshp_ps180     3278     1285     1285     1278     1278      38.2294      3.84986     0.760797
    sfcshp_uv280     3278     2022     2022     2022     2022      2.65019     0.180298     0.103311
    sfcshp_uv282     3278       46       46       42       42      1.07918      1.51742     0.237273
    sfcshp_uv284     3278      282      282      282      282      1.12289     0.846008     0.258216
