        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
     adpsfc_t181     8880     3369      386      381      381       0.7528      1.94746     0.572443
     adpsfc_t183     8880     3369      215      213      213  3.35673e+09    0.0717633    0.0342661
     adpsfc_t187     8880     2760     2118     2115     2115       2.2585     0.208204     0.148017
     adpsfc_q181     8880     3303     3047     3043     3043      934.369    0.0743823    0.0407499
     adpsfc_q183     8880     3303     3260     3254     3254      966.068    0.0189544   0.00863471
     adpsfc_q187     8880     2714     2461     2457     2457      393.392     0.433297     0.282426
    adpsfc_ps181     8880     6786      387      384      384      55.5394      1.29017     0.294164
    adpsfc_ps187     8880     2811     2006     2005     2005      54.6791      1.54198     0.307907
    adpsfc_uv281     8880     6370      678      674      674      1.72329      0.83993     0.325318
    adpsfc_uv284     8880     8152      426      408      408       1.2896      1.17465     0.376006
    adpsfc_uv287     8880     5228     4048     4024     4024       1.5874     0.760116     0.453324
     aircar_t133    54263    23187    23187    23168    23168     0.981424     0.331385     0.203524
     aircar_q133    54263     2297     2297     2297     2297     0.432728     0.288236     0.159055
    aircar_uv233    54263    47226    47226    47184    47184      2.33709     0.408613     0.214126
     sfcshp_t180     3186      897      688      686      686  5.39949e+08    0.0889073    0.0569425
     sfcshp_t183     3186      414       52       52       52  1.96116e+09     0.331959     0.300597
     sfcshp_q180     3186      587      494      492      492   0.00122724     0.647038     0.349111
     sfcshp_q183     3186      326      317      315      315      940.183     0.215886     0.142537
    sfcshp_ps180     3186     3160      797      783      782      38.4372      3.90244     0.803479
    sfcshp_uv280     3186     2826     1316     1312     1312      2.64848     0.334503     0.169508
    sfcshp_uv282     3186     2826       46       46       46      1.07916      1.68431     0.412608
    sfcshp_uv284     3186     2826      250      234      234      1.12592      2.20808     0.598799
