        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3902164  3902164  3902164  3768391  3768391            5     0.299326     0.299326
     adpsfc_t181     9257      363      363      358      358       0.7528      1.78704     0.811053
     adpsfc_t183     9257      214      214      212      212  3.22139e+09    0.0977018    0.0584651
     adpsfc_t187     9257     2043     2043     2043     2043       2.2585     0.229601     0.173442
     adpsfc_q181     9257     3167     3167     3165     3165      940.638    0.0514472    0.0264007
     adpsfc_q183     9257     3378     3378     3374     3374      967.564    0.0190333   0.00999971
     adpsfc_q187     9257     2358     2358     2356     2356      389.964     0.661852     0.329964
    adpsfc_ps181     9257      364      364      362      362      55.6199     0.996383     0.228336
    adpsfc_ps187     9257     1940     1940     1936     1936      55.0499      1.76139     0.291253
    adpsfc_uv281     9257      648      648      644      644      1.72376     0.455901     0.236813
    adpsfc_uv284     9257      424      424      414      414      1.28698     0.846215     0.343699
    adpsfc_uv287     9257     4066     4066     4032     4032       1.5874     0.508351     0.283685
     aircar_t133    14234     5254     5254     5241     5241     0.980439     0.396835     0.209422
     aircar_q133    14234      130      130      130      130     0.593003      0.14169    0.0862043
    aircar_uv233    14234    10616    10616    10594    10594      2.33725     0.399812      0.15455
     sfcshp_t180     3349      703      703      701      701   9.2516e+08    0.0572694    0.0424941
     sfcshp_t183     3349       58       58       58       58  1.31306e+09     0.259746     0.231731
     sfcshp_q180     3349      501      501      499      499    0.0010666     0.474758     0.247515
     sfcshp_q183     3349      321      321      319      319      930.915    0.0621291    0.0664436
    sfcshp_ps180     3349     1316     1316     1308     1308       38.225      4.71761     0.774633
    sfcshp_uv280     3349     2104     2104     2098     2098       2.6504     0.210834      0.11696
    sfcshp_uv282     3349       36       36       32       32      1.07924        1.929     0.522765
    sfcshp_uv284     3349      294      294      294      294       1.1265      1.21787     0.457255
