               program              observation         number         status
            larccld.fd                GOES_EAST        1049160           read
            larccld.fd                GOES_WEST         824776           read
           metarcld.fd                raw_METAR           5743           read
           metarcld.fd       METAR_on_MPAS_mesh        1065577      processed
          lightning.fd            raw_lightning          30785           read
          lightning.fd   lightning_on_MPAS_mesh           4010      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           64.0           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1065577       ingested
      cloudanalysis.fd                lightning           4010       ingested
      cloudanalysis.fd                     refl             33       ingested
