        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
     adpsfc_t181     8055     3096      364      362      362       0.7528      1.22261     0.507563
     adpsfc_t183     8055     3096      217      215      215  3.27073e+09    0.0761112    0.0364381
     adpsfc_t187     8055     2411     1790     1790     1790       2.2585     0.200325     0.173922
     adpsfc_q181     8055     3026     2774     2772     2772      932.068    0.0678376    0.0279549
     adpsfc_q183     8055     3026     2986     2982     2982      963.182    0.0219596    0.0103611
     adpsfc_q187     8055     2366     2116     2114     2114       411.68     0.371178      0.24175
    adpsfc_ps181     8055     6226      365      362      362      55.5799      1.09907     0.213098
    adpsfc_ps187     8055     2451     1613     1613     1613      55.0703      1.09865     0.296141
    adpsfc_uv281     8055     6048      646      640      640      1.72504     0.486031     0.196073
    adpsfc_uv284     8055     7670      430      424      424       1.2839     0.929972     0.318086
    adpsfc_uv287     8055     4700     3552     3552     3552       1.5874     0.528225     0.298222
     aircar_t133    11914     5306     5306     5302     5302     0.982561     0.472989     0.229644
     aircar_q133    11914      371      371      371      371     0.066676     0.616915       0.2309
    aircar_uv233    11914    10670    10670    10662    10662      2.33409     0.600879     0.208817
     sfcshp_t180     3265      900      670      668      668  7.73823e+08    0.0611504    0.0483981
     sfcshp_t183     3265      441       72       70       70   2.0702e+09     0.175969     0.131051
     sfcshp_q180     3265      575      463      461      461   0.00105573      0.36976     0.188721
     sfcshp_q183     3265      338      332      330      330      918.567     0.189467     0.164859
    sfcshp_ps180     3265     3235     1273     1259     1259      38.2453      2.70779     0.744642
    sfcshp_uv280     3265     2802     2020     2010     2010       2.6503     0.212997      0.11515
    sfcshp_uv282     3265     2802       44       44       44      1.07917     0.576875     0.123395
    sfcshp_uv284     3265     2802      330      304      304      1.12542      2.33008     0.713452
