        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3892467  3892467  3892467  3755932  3755932            5     0.396559     0.396559
     adpsfc_t181     9901      365      365      362      362       0.7528      1.37423     0.604378
     adpsfc_t183     9901      211      211      209      209  3.38869e+09    0.0540125    0.0290509
     adpsfc_t187     9901     2070     2070     2070     2070       2.2585     0.206987     0.162845
     adpsfc_q181     9901     3364     3364     3362     3362      943.843    0.0514097    0.0253334
     adpsfc_q183     9901     3573     3573     3569     3569      969.597    0.0201823   0.00866856
     adpsfc_q187     9901     2380     2380     2378     2378      389.236     0.531307     0.303494
    adpsfc_ps181     9901      366      366      364      364      55.5192       1.5822     0.279871
    adpsfc_ps187     9901     1951     1951     1943     1943      55.0249      1.95639     0.329109
    adpsfc_uv281     9901      652      652      648      648      1.72356     0.662084     0.267831
    adpsfc_uv284     9901      418      418      400      400      1.29279     0.958585     0.384784
    adpsfc_uv287     9901     4144     4144     4118     4118       1.5874      0.60804     0.315628
     aircar_t133    22226     9437     9437     9422     9422      1.61985     0.703619     0.311954
     aircar_q133    22226      591      591      591      591     0.229394     0.695087     0.419017
    aircar_uv233    22226    19256    19256    19166    19166      2.43824     0.686511      0.23723
     sfcshp_t180     3179      687      687      684      684  9.36586e+08    0.0546842    0.0633281
     sfcshp_t183     3179       42       42       42       42  2.18218e+09      0.15904     0.122427
     sfcshp_q180     3179      482      482      481      481   0.00107714     0.414808     0.241617
     sfcshp_q183     3179      300      300      299      299      951.075    0.0748707      0.06563
    sfcshp_ps180     3179     1296     1296     1290     1288      38.2181      4.70252     0.707983
    sfcshp_uv280     3179     2078     2078     2072     2072       2.6495     0.231661     0.137134
    sfcshp_uv282     3179       32       32       32       32      1.07966      0.98307     0.321783
    sfcshp_uv284     3179      218      218      204      204      1.14165      1.07738     0.225983
