loop1: max_iter=50, norm_reduction(target=0.001, final=0.000968642)
  i                   resNorm                         J                        Jb                      JoJc
  0         1671.950991232611      1526848.933818330988            0.000000000000      1526848.933818330988
  1         1279.027164692199      1521563.749129096977           19.984958274143      1521543.764170822920
  2         1010.183897754687      1518158.758750905981           68.204941310952      1518090.553809595061
  3          819.544818377395      1516337.396640677936          118.948033202497      1516218.448607475962
  4          760.791476713815      1514414.439772150945          211.597956801192      1514202.841815348947
  5          671.158404821294      1513200.795650698943          301.335621562046      1512899.460029137088
  6          523.818901047973      1511888.805384845939          440.220625083813      1511448.584759762045
  7          421.765136273328      1510583.996332247043          641.189568021673      1509942.806764225010
  8          450.401451401878      1509753.336238308111          816.018098176472      1508937.318140130956
  9          338.185275348990      1509034.055424612015         1009.633149807509      1508024.422274804907
 10          335.373937491772      1508415.612213348038         1218.501517215861      1507197.110696132062
 11          287.338904659468      1507914.435998205096         1426.263298538208      1506488.172699667048
 12          235.349749238234      1507523.598107608035         1619.328391320126      1505904.269716287963
 13          205.435317802501      1507146.938936233986         1840.188130630370      1505306.750805604039
 14          214.963216527469      1506915.477509771939         1997.979581871472      1504917.497927899938
 15          193.896328881098      1506724.157934932038         2145.046973245230      1504579.110961685888
 16          157.432207900325      1506548.754409894114         2296.274574584135      1504252.479835310020
 17          157.301468932595      1506393.680672293063         2446.399331811744      1503947.281340481015
 18          142.263001532481      1506287.910489416914         2559.722208392024      1503728.188281025039
 19          113.559826035001      1506188.349630586104         2676.451717739467      1503511.897912845947
 20           97.239414702588      1506096.553470260929         2794.922206588772      1503301.631263671909
 21           85.831658381233      1506037.757415767992         2877.715361830018      1503160.042053937912
 22           69.379612970715      1505981.160359594971         2964.222006065458      1503016.938353528967
 23           63.474703942195      1505937.410854544025         3037.071855436393      1502900.338999107946
 24           58.431554063294      1505904.537977497093         3096.368212290924      1502808.169765206054
 25           59.448883502903      1505884.067638593027         3135.823638985304      1502748.243999606930
 26           44.252817752680      1505867.066629576962         3170.462180282931      1502696.604449294973
 27           37.631634735622      1505850.452706950018         3206.406004448286      1502644.046702502063
 28           34.919490912555      1505838.291760039050         3234.417556431840      1502603.874203606974
 29           29.742840642123      1505827.745963728055         3260.250887286916      1502567.495076440973
 30           24.855178686345      1505821.370184642961         3276.750679073194      1502544.619505570037
 31           22.186475080850      1505816.215921946103         3290.744613372633      1502525.471308572916
 32           19.662712508050      1505812.014259068994         3302.727774687950      1502509.286484380951
 33           17.210180568934      1505809.005519682076         3311.721733057734      1502497.283786624903
 34           14.738255621560      1505806.374688287964         3319.959945101937      1502486.414743185975
 35           13.927717074892      1505804.466509290040         3326.218249699177      1502478.248259590939
 36           10.471495021000      1505802.958674992900         3331.382768561209      1502471.575906432001
 37            9.861391115296      1505801.798998042941         3335.528819055454      1502466.270178988110
 38            8.641925433999      1505801.077263036976         3338.210246125866      1502462.867016911972
 39            7.582541563766      1505800.505665089004         3340.407037055275      1502460.098628033884
 40            6.305590432031      1505799.947168475017         3342.636220354176      1502457.310948120896
 41            5.652886612877      1505799.604829150019         3344.054384582818      1502455.550444567110
 42            4.543290100932      1505799.341145111015         3345.182864730636      1502454.158280381002
 43            3.779204388470      1505799.113741361070         3346.190300163782      1502452.923441197025
 44            3.418998662796      1505798.958505141083         3346.902689579270      1502452.055815560976
 45            3.041387160141      1505798.848661422031         3347.423349345609      1502451.425312076928
 46            2.592344985731      1505798.775268540950         3347.781401580869      1502450.993866960052
 47            2.098356696330      1505798.713037621928         3348.093628237605      1502450.619409383973
 48            1.896374624850      1505798.661623713095         3348.359698850217      1502450.301924862899
 49            1.619521850988      1505798.624305990990         3348.559017868386      1502450.065288122976

loop2: max_iter=50, norm_reduction(target=0.001, final=0.00213373)
  i                   resNorm                         J                        Jb                      JoJc
  0           56.104264292792      1505735.610575614031         3348.559017868386      1502387.051557746017
  1           44.682433896306      1505729.587252422934         3349.248732084440      1502380.338520338992
  2           46.331363181611      1505719.883897556923         3350.793194355555      1502369.090703201015
  3           47.808007099983      1505714.792819500901         3351.870888967198      1502362.921930532902
  4           31.524794962737      1505708.609924963908         3353.457289942813      1502355.152635020902
  5           39.999378982193      1505700.714536078973         3356.306624748768      1502344.407911330927
  6           30.245427311092      1505698.655868276954         3357.237088008563      1502341.418780269101
  7           32.533006749268      1505695.187447373988         3358.989632149804      1502336.197815224063
  8           23.501289892175      1505691.288125468884         3361.275996499946      1502330.012128968956
  9           20.755144878454      1505688.856489191065         3362.690956428809      1502326.165532761952
 10           21.598803607894      1505686.550177036086         3363.879643141370      1502322.670533895027
 11           20.115998493539      1505684.654882762115         3364.768499224750      1502319.886383536970
 12           18.049614206556      1505682.725689867046         3365.802479698235      1502316.923210168956
 13           15.994965853048      1505681.098994255997         3366.816063141446      1502314.282931114081
 14           13.703095075055      1505679.477359287906         3367.854703265253      1502311.622656022897
 15           15.196935793545      1505678.502591212047         3368.428456153234      1502310.074135059025
 16           10.670176101922      1505677.401663874974         3369.044621726377      1502308.357042148942
 17           11.515011087987      1505676.402496434981         3369.619987073211      1502306.782509362092
 18            9.412837583904      1505675.721041475888         3370.106950296311      1502305.614091180032
 19            9.454119251377      1505675.264429931063         3370.361114663485      1502304.903315267991
 20            8.336261701212      1505674.819159796927         3370.639194665456      1502304.179965130985
 21            7.139736707722      1505674.433500984916         3370.994004263971      1502303.439496720908
 22            5.756791510248      1505674.032948381966         3371.621704232149      1502302.411244150018
 23            5.163624664883      1505673.710331296083         3372.151411180830      1502301.558920115000
 24            5.286873726144      1505673.508554151980         3372.512497994927      1502300.996056156931
 25            4.557359942833      1505673.386411428917         3372.658128092806      1502300.728283335920
 26            3.745762695409      1505673.250170340994         3372.804464039971      1502300.445706302067
 27            3.219843211113      1505673.142760789022         3372.780555568288      1502300.362205221085
 28            2.895380505663      1505673.050102442969         3372.737923561921      1502300.312178882072
