               program              observation         number         status
            larccld.fd                GOES_EAST        1042402           read
            larccld.fd                GOES_WEST         829345           read
           metarcld.fd                raw_METAR           5735           read
           metarcld.fd       METAR_on_MPAS_mesh        1054253      processed
          lightning.fd            raw_lightning          48584           read
          lightning.fd   lightning_on_MPAS_mesh           5553      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           67.0           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1054253       ingested
      cloudanalysis.fd                lightning           5553       ingested
      cloudanalysis.fd                     refl             33       ingested
