               program              observation         number         status
            larccld.fd                GOES_EAST        1029337           read
            larccld.fd                GOES_WEST         827655           read
           metarcld.fd                raw_METAR           5577           read
           metarcld.fd       METAR_on_MPAS_mesh        1058804      processed
          lightning.fd            raw_lightning          13815           read
          lightning.fd   lightning_on_MPAS_mesh           1858      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           60.5           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1058804       ingested
      cloudanalysis.fd                lightning           1858       ingested
      cloudanalysis.fd                     refl             33       ingested
