        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
     adpsfc_t181     9097     3431      375      367      367       0.7528      1.89437      0.57096
     adpsfc_t183     9097     3431      217      215      215  3.19884e+09    0.0583193    0.0309944
     adpsfc_t187     9097     2750     2114     2111     2111       2.2585     0.204296     0.152622
     adpsfc_q181     9097     3357     3099     3096     3096      937.406    0.0704163    0.0394983
     adpsfc_q183     9097     3357     3312     3307     3307      966.605    0.0194765    0.0103154
     adpsfc_q187     9097     2699     2443     2440     2440       389.02     0.385382     0.244078
    adpsfc_ps181     9097     6934      376      372      372      55.6194      1.35634     0.309109
    adpsfc_ps187     9097     2798     1999     1999     1999      54.8007       1.2985     0.310477
    adpsfc_uv281     9097     6512      732      726      726      1.72094     0.797153     0.289513
    adpsfc_uv284     9097     8376      430      412      412      1.28806      1.27174     0.433678
    adpsfc_uv287     9097     5242     4004     3978     3978       1.5874     0.796083     0.455423
     adpupa_t120       81       57       57       57       57      2.11251    0.0555215    0.0335572
     adpupa_q120       81       57       57       57       57   0.00166669     0.497679     0.224941
    adpupa_ps120       81        1        1        1        1      75.1372     0.226771      0.10995
    adpupa_uv220       81       46       46       46       46      2.50454     0.437587     0.175126
     aircar_t133    46419    20495    20495    20476    20476      1.00247     0.328304     0.190352
     aircar_q133    46419     1548     1548     1548     1548     0.464993     0.336232     0.199754
    aircar_uv233    46419    41434    41434    41388    41388      2.34568       0.4202     0.229661
     sfcshp_t180     2879      744      539      536      536  6.10847e+08      0.14106     0.113743
     sfcshp_t183     2879      319       67       65       65  3.03822e+09     0.415799     0.237661
     sfcshp_q180     2879      450      347      344      344   0.00123969     0.782162     0.522894
     sfcshp_q183     2879      258      252      249      249      895.325     0.162313     0.108468
    sfcshp_ps180     2879     2853     1112     1105     1105      38.3933      3.60148     0.847261
    sfcshp_uv280     2879     2458     1712     1700     1700      2.65513     0.297317     0.180836
    sfcshp_uv282     2879     2458       40       40       40      1.07919      2.07695     0.398797
    sfcshp_uv284     2879     2458      316      260      260      1.12781      2.59529     0.725313
