        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
     adpsfc_t181     9482     3668      386      372      372       0.7528      3.39503     0.907767
     adpsfc_t183     9482     3668      216      214      214   3.2063e+09     0.163382    0.0757181
     adpsfc_t187     9482     2770     2126     2124     2124       2.2585     0.225504     0.152716
     adpsfc_q181     9482     3587     3330     3327     3327       940.06    0.0616181    0.0299353
     adpsfc_q183     9482     3587     3544     3539     3539      968.616    0.0184623   0.00882777
     adpsfc_q187     9482     2719     2464     2461     2461      393.072     0.525326     0.291354
    adpsfc_ps181     9482     7365      387      385      385      55.4736     0.887274     0.251811
    adpsfc_ps187     9482     2814     2003     2003     2003      54.7186      2.05517     0.294537
    adpsfc_uv281     9482     6628      676      672      672      1.72389     0.620289     0.339901
    adpsfc_uv284     9482     8396      428      422      422      1.28468      1.08762     0.535563
    adpsfc_uv287     9482     5044     3868     3856     3856       1.5874     0.544261     0.370224
     adpupa_t120      445      235      235      235      235      1.91948     0.140644     0.096224
     adpupa_q120      445      147      147      147      147     0.428477     0.195355    0.0976458
    adpupa_ps120      445        4        4        3        3      70.1273     0.364647     0.401049
    adpupa_uv220      445      408      408      408      408       2.6163     0.399843     0.280163
     aircar_t133    57556    23738    23738    23718    23718     0.949043     0.297618     0.176454
     aircar_q133    57556     2173     2173     2173     2173     0.388057      0.19501     0.123545
    aircar_uv233    57556    47928    47928    47886    47886      2.33123     0.320055     0.167928
     sfcshp_t180     3179      872      701      700      700  8.45154e+08    0.0941783     0.103506
     sfcshp_t183     3179      386       28       28       28      9.75243     0.156441     0.163922
     sfcshp_q180     3179      537      494      493      493   0.00124944     0.695883     0.328982
     sfcshp_q183     3179      295      290      289      289      972.729    0.0560035    0.0446741
    sfcshp_ps180     3179     3156     1310     1302     1300      38.3549      4.93478     0.712918
    sfcshp_uv280     3179     2694     2082     2082     2082      2.65005     0.239739     0.139885
    sfcshp_uv282     3179     2694       46       46       46      1.07946     0.732397     0.194399
    sfcshp_uv284     3179     2694      142      114      114      1.16643      2.09285     0.767648
