        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3906477  3906477  3906477  3773800  3773800            5     0.326351     0.326351
     adpsfc_t181     8476      378      378      361      361       0.7528      2.99234     0.720696
     adpsfc_t183     8476      211      211      209      209  3.24443e+09      0.10109    0.0493993
     adpsfc_t187     8476     2122     2122     2120     2120       2.2585     0.250089     0.164676
     adpsfc_q181     8476     2867     2867     2864     2864      931.491    0.0862136    0.0514605
     adpsfc_q183     8476     3075     3075     3070     3070      964.901    0.0201313   0.00893417
     adpsfc_q187     8476     2454     2454     2451     2451      390.238     0.540751     0.314088
    adpsfc_ps181     8476      379      379      375      375      55.4933      1.20704     0.394146
    adpsfc_ps187     8476     2020     2020     2019     2019      54.6885      1.52674      0.29289
    adpsfc_uv281     8476      738      738      730      730      1.71589     0.736341     0.344703
    adpsfc_uv284     8476      418      418      408      408      1.28101      1.20778     0.451725
    adpsfc_uv287     8476     3912     3912     3882     3882       1.5874     0.753669     0.438383
     adpupa_t120      103       48       48       48       48      1.76639     0.167087     0.129721
     adpupa_q120      103       26       26       26       26    0.0509147    0.0452888    0.0375375
    adpupa_ps120      103        1        1        1        1      69.6506       3.6771      1.94352
    adpupa_uv220      103      106      106      106      106       2.6072      0.42941     0.358125
     aircar_t133    51540    21598    21598    21588    21588     0.956145     0.329242     0.182911
     aircar_q133    51540     1834     1834     1834     1834      0.60892     0.312054     0.188236
    aircar_uv233    51540    43540    43540    43514    43514      2.33384     0.409284     0.210421
     sfcshp_t180     2830      537      537      536      536  1.05802e+09     0.207629     0.180181
     sfcshp_t183     2830       45       45       44       44  1.50756e+09     0.338446     0.277561
     sfcshp_q180     2830      347      347      346      346   0.00122165     0.720939      0.49799
     sfcshp_q183     2830      209      209      208      208      921.553     0.451742     0.362332
    sfcshp_ps180     2830     1125     1125     1119     1119      38.3621      3.29532     0.733969
    sfcshp_uv280     2830     1774     1774     1772     1772      2.65507     0.247249     0.151901
    sfcshp_uv282     2830       30       30       30       30      1.07925     0.981416     0.211048
    sfcshp_uv284     2830      246      246      234      234      1.13101      1.52293     0.609125
