        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3888852  3888852  3888852  3755599  3755599            5     0.214344     0.214344
     adpsfc_t181     8954      362      362      358      358       0.7528      2.08728      1.01994
     adpsfc_t183     8954      213      213      211      211  3.22902e+09     0.108467    0.0668532
     adpsfc_t187     8954     2062     2062     2062     2062       2.2585       0.2352     0.196886
     adpsfc_q181     8954     3103     3103     3101     3101      939.566    0.0500159    0.0304501
     adpsfc_q183     8954     3312     3312     3308     3308      967.239    0.0181959    0.0104236
     adpsfc_q187     8954     2375     2375     2373     2373      388.024     0.479834      0.28939
    adpsfc_ps181     8954      364      364      362      362      55.5973     0.997556     0.216209
    adpsfc_ps187     8954     1964     1964     1960     1960      55.0588      2.22666     0.287559
    adpsfc_uv281     8954      648      648      644      644      1.72338     0.365746      0.16242
    adpsfc_uv284     8954      422      422      416      416      1.28273     0.826077     0.295826
    adpsfc_uv287     8954     4110     4110     4088     4088       1.5874     0.453134     0.252913
     adpupa_t120     1336      319      319      319      319  3.78037e+19     0.377541     0.168097
     adpupa_q120     1336      135      135      135      135     0.271492     0.740613     0.256244
    adpupa_ps120     1336        2        2        2        2       78.303      1.47963    0.0885731
    adpupa_uv220     1336     1276     1276     1276     1276  7.62734e+19     0.551792     0.186897
     aircar_t133    13748     5359     5359     5356     5356      1.32843     0.366882     0.188633
     aircar_q133    13748      245      245      245      245     0.697129     0.120266    0.0769498
    aircar_uv233    13748    10968    10968    10958    10958      2.38631     0.423537     0.165756
     sfcshp_t180     3261      705      705      704      704  9.97155e+08    0.0557477    0.0611243
     sfcshp_t183     3261       43       43       43       43  2.64135e+09      0.20163     0.220398
     sfcshp_q180     3261      498      498      497      497   0.00112742     0.547928     0.278175
     sfcshp_q183     3261      313      313      312      312      948.072    0.0838149    0.0670829
    sfcshp_ps180     3261     1318     1318     1314     1312      38.5311      3.56155     0.731557
    sfcshp_uv280     3261     2090     2090     2088     2088      2.65761     0.234681     0.125992
    sfcshp_uv282     3261       36       36       36       36      1.07921      1.64566     0.123811
    sfcshp_uv284     3261      236      236      236      236      1.13031      1.38283     0.363974
