        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3863924  3863924  3863924  3729816  3729816            5     0.324556     0.324556
     adpsfc_t181    10307      376      376      372      372       0.7528       1.4216     0.613685
     adpsfc_t183    10307      215      215      213      213  3.13993e+09      0.11288    0.0622481
     adpsfc_t187    10307     2070     2070     2070     2070       2.2585     0.179194     0.151595
     adpsfc_q181    10307     3468     3468     3466     3466      943.868    0.0585828     0.026587
     adpsfc_q183    10307     3677     3677     3673     3673      970.441    0.0170795     0.010325
     adpsfc_q187    10307     2380     2380     2378     2378      395.122     0.413791     0.260697
    adpsfc_ps181    10307      377      377      375      375      55.5875      1.01647     0.264226
    adpsfc_ps187    10307     1907     1907     1907     1907      55.0269     0.902989     0.269338
    adpsfc_uv281    10307      660      660      650      650      1.72351     0.556687     0.243655
    adpsfc_uv284    10307      426      426      412      412      1.28808      1.02141     0.364194
    adpsfc_uv287    10307     4128     4128     4128     4128       1.5874     0.406021     0.240666
     aircar_t133    25428    11852    11852    11849    11849      0.90415     0.342096     0.173464
     aircar_q133    25428      762      762      762      762    0.0016756     0.486177     0.294877
    aircar_uv233    25428    23724    23724    23716    23716      2.32175     0.456809     0.178693
     sfcshp_t180     3280      694      694      693      693  7.59737e+08    0.0502731    0.0429668
     sfcshp_t183     3280       58       58       58       58  1.31306e+09     0.104668    0.0809999
     sfcshp_q180     3280      477      477      476      476   0.00106103     0.399025     0.247591
     sfcshp_q183     3280      313      313      312      312      927.608    0.0678544    0.0568386
    sfcshp_ps180     3280     1299     1299     1284     1284       38.212      3.25467     0.771567
    sfcshp_uv280     3280     2064     2064     2064     2064      2.64878     0.238595     0.122687
    sfcshp_uv282     3280       46       46       44       44      1.07917      0.79628    0.0891705
    sfcshp_uv284     3280      270      270      266      266       1.1233      1.02656     0.281214
