               program              observation         number         status
            larccld.fd                GOES_EAST        1044867           read
            larccld.fd                GOES_WEST         827224           read
           metarcld.fd                raw_METAR           6211           read
           metarcld.fd       METAR_on_MPAS_mesh        1074488      processed
          lightning.fd            raw_lightning          19064           read
          lightning.fd   lightning_on_MPAS_mesh           1413      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           58.0           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1074488       ingested
      cloudanalysis.fd                lightning           1413       ingested
      cloudanalysis.fd                     refl             33       ingested
