        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3891546  3891546  3891546  3757924  3757924            5     0.200624     0.200624
     adpsfc_t181     9530      374      374      368      368       0.7528      1.61304     0.834301
     adpsfc_t183     9530      213      213      211      211  3.15478e+09     0.103189    0.0677307
     adpsfc_t187     9530     2077     2077     2077     2077       2.2585     0.227802     0.189917
     adpsfc_q181     9530     3244     3244     3242     3242      940.267    0.0593687    0.0343044
     adpsfc_q183     9530     3453     3453     3449     3449      968.557    0.0157346    0.0109475
     adpsfc_q187     9530     2395     2395     2393     2393      392.821     0.472265     0.292165
    adpsfc_ps181     9530      375      375      371      371      55.2492      2.06525     0.303245
    adpsfc_ps187     9530     1890     1890     1885     1885      55.1241      1.97655     0.285225
    adpsfc_uv281     9530      726      726      722      722      1.71996     0.472085     0.201346
    adpsfc_uv284     9530      422      422      418      418      1.28226     0.960417     0.311056
    adpsfc_uv287     9530     4136     4136     4122     4122       1.5874     0.472074       0.2495
     aircar_t133    11017     4023     4023     4017     4017     0.924013     0.615786     0.299086
     aircar_q133    11017      313      313      313      313     0.201265     0.540744     0.213376
    aircar_uv233    11017     8306     8306     8292     8292      2.32838     0.712172     0.245079
     sfcshp_t180     2944      589      589      588      588   1.3041e+09    0.0688101    0.0614847
     sfcshp_t183     2944       53       53       53       53  3.07148e+09     0.205445     0.148305
     sfcshp_q180     2944      388      388      387      387   0.00118903     0.694801     0.394606
     sfcshp_q183     2944      254      254      253      253      914.478    0.0785476    0.0481498
    sfcshp_ps180     2944     1177     1177     1166     1164      38.6302      3.34814     0.791053
    sfcshp_uv280     2944     1816     1816     1812     1812      2.66361     0.234147     0.119768
    sfcshp_uv282     2944       46       46       46       46      1.07916     0.727707     0.223859
    sfcshp_uv284     2944      276      276      266      266      1.12403      1.36276     0.373605
