               program              observation         number         status
            larccld.fd                GOES_EAST        1040777           read
            larccld.fd                GOES_WEST         821213           read
           metarcld.fd                raw_METAR           5545           read
           metarcld.fd       METAR_on_MPAS_mesh        1094940      processed
          lightning.fd            raw_lightning          34635           read
          lightning.fd   lightning_on_MPAS_mesh           3629      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           67.0           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1094940       ingested
      cloudanalysis.fd                lightning           3629       ingested
      cloudanalysis.fd                     refl             33       ingested
