               program              observation         number         status
            larccld.fd                GOES_EAST        1045208           read
            larccld.fd                GOES_WEST         823854           read
           metarcld.fd                raw_METAR           7684           read
           metarcld.fd       METAR_on_MPAS_mesh        1088080      processed
          lightning.fd            raw_lightning          33497           read
          lightning.fd   lightning_on_MPAS_mesh           3715      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           65.0           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1088080       ingested
      cloudanalysis.fd                lightning           3715       ingested
      cloudanalysis.fd                     refl             33       ingested
