               program              observation         number         status
            larccld.fd                GOES_EAST         421519           read
            larccld.fd                GOES_WEST         824025           read
           metarcld.fd                raw_METAR           4796           read
           metarcld.fd       METAR_on_MPAS_mesh        1117265      processed
          lightning.fd            raw_lightning          13327           read
          lightning.fd   lightning_on_MPAS_mesh           1905      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           60.5           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1117265       ingested
      cloudanalysis.fd                lightning           1905       ingested
      cloudanalysis.fd                     refl             33       ingested
