        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3894400  3894400  3894400  3761393  3761393            5     0.393692     0.393692
     adpsfc_t181     9095      356      356      349      349       0.7528      1.87115     0.701022
     adpsfc_t183     9095      215      215      213      213  3.28605e+09     0.062274    0.0357845
     adpsfc_t187     9095     2042     2042     2037     2037       2.2585      0.20339     0.151587
     adpsfc_q181     9095     3083     3083     3080     3080      940.183    0.0368359    0.0230403
     adpsfc_q183     9095     3296     3296     3291     3291      966.444     0.011737   0.00768062
     adpsfc_q187     9095     2365     2365     2362     2362      385.653     0.429907     0.268163
    adpsfc_ps181     9095      357      357      355      355      55.6276      1.12619       0.2678
    adpsfc_ps187     9095     1890     1890     1890     1890      54.6896      1.03189     0.305559
    adpsfc_uv281     9095      626      626      622      622      1.72393     0.615297     0.302012
    adpsfc_uv284     9095      426      426      420      420      1.28538        1.201     0.542747
    adpsfc_uv287     9095     3786     3786     3774     3774       1.5874     0.718438     0.437162
     adpupa_t120       48       26       26       26       26      1.35357      0.12825     0.101386
     adpupa_q120       48       26       26       26       26   0.00149031     0.086283    0.0588569
    adpupa_ps120       48        1        1        0        0            0            0            0
    adpupa_uv220       48       42       42       42       42      2.50926     0.361966     0.200138
     aircar_t133    55946    23182    23182    23171    23171      1.01863     0.342637     0.198535
     aircar_q133    55946     1929     1929     1929     1929     0.265692      0.27028     0.171494
    aircar_uv233    55946    46892    46892    46866    46866      2.34743     0.372411     0.195818
     sfcshp_t180     3166      663      663      663      663  9.51303e+08     0.113339    0.0984994
     sfcshp_t183     3166       45       45       45       45  1.49071e+09      0.17077     0.137879
     sfcshp_q180     3166      457      457      457      457   0.00106695     0.956232     0.493119
     sfcshp_q183     3166      291      291      291      291      946.105    0.0707098    0.0491448
    sfcshp_ps180     3166     1269     1269     1264     1263      38.2328      3.26307     0.854648
    sfcshp_uv280     3166     2006     2006     2006     2006      2.65119     0.256058     0.163751
    sfcshp_uv282     3166       48       48       48       48      1.07944      1.95649     0.345341
    sfcshp_uv284     3166      232      232      184      184      1.13732      2.65228      1.14326
