loop1: max_iter=50, norm_reduction(target=0.001, final=0.000961807)
  i                   resNorm                         J                        Jb                      JoJc
  0          921.015721465281      1520723.676749160979            0.000000000000      1520723.676749160979
  1          873.088249980730      1516740.655208805110           37.404273059863      1516703.250935744960
  2          627.256188108507      1514448.569263176993          106.624673591810      1514341.944589585066
  3          591.238140548715      1512851.407086359104          198.769007305107      1512652.638079053955
  4          551.108443000650      1511313.005469817901          349.613624081400      1510963.391845736885
  5          404.566662343408      1510095.256424080115          531.765245659247      1509563.491178421071
  6          329.136248424033      1508664.126073376974          855.667986475766      1507808.458086901112
  7          305.345776384784      1507762.217929441016         1147.596278124940      1506614.621651316062
  8          265.327151373704      1507049.536658198107         1450.217992617144      1505599.318665581057
  9          211.138598565083      1506412.272181740962         1796.446510757705      1504615.825670982944
 10          222.623257674879      1506061.812550516101         2027.987115127275      1504033.825435389066
 11          173.151896115491      1505756.252694159979         2263.253551547040      1503492.999142613029
 12          138.033145810632      1505479.925791108049         2511.355347169003      1502968.570443938021
 13          109.684562860918      1505230.479905026034         2775.275963488827      1502455.203941537999
 14          103.181067058921      1505060.294889088022         2985.846894662084      1502074.447994425893
 15           80.157358211860      1504958.557662734995         3128.224343863558      1501830.333318870980
 16           75.200845243306      1504876.501419150969         3255.921600132158      1501620.579819018953
 17           66.489339870325      1504820.770101524889         3351.622493085131      1501469.147608439904
 18           51.166486990705      1504778.053751388099         3431.598268038008      1501346.455483349971
 19           44.420187328832      1504744.856772311963         3499.208178035748      1501245.648594276980
 20           35.240936150376      1504718.609944145894         3557.410517314293      1501161.199426831910
 21           31.037113687792      1504701.690445198910         3598.026203496429      1501103.664241702994
 22           26.980258688007      1504689.435718348017         3629.621762686244      1501059.813955662074
 23           23.072208824215      1504681.028626335086         3652.758659144322      1501028.269967189990
 24           17.525837373641      1504674.753691935912         3671.100884214791      1501003.652807720937
 25           16.071759943116      1504670.288014031015         3684.946237160763      1500985.341776869958
 26           12.682783154931      1504667.034450755920         3695.625643380345      1500971.408807375003
 27           10.381778311056      1504664.869980199961         3703.117489807405      1500961.752490392886
 28            8.384662808030      1504663.208036185009         3709.178676859377      1500954.029359325068
 29            7.169803971801      1504662.112450889079         3713.386852697437      1500948.725598192075
 30            6.145361068246      1504661.396265947027         3716.271223093217      1500945.125042854110
 31            4.986894144021      1504660.887171030976         3718.414127960230      1500942.473043071106
 32            4.039924678947      1504660.521242826013         3720.022607101331      1500940.498635724885
 33            3.391024181971      1504660.265595525969         3721.195622491619      1500939.069973035017
 34            2.997581275915      1504660.103057991015         3721.971993258117      1500938.131064733025
 35            2.452398620382      1504659.997098759981         3722.496438259317      1500937.500660500024
 36            1.956411132997      1504659.909903741907         3722.943655223444      1500936.966248519020
 37            1.561966016038      1504659.844413577113         3723.292903684465      1500936.551509892102
 38            1.319576623502      1504659.806937420042         3723.500214155725      1500936.306723264046
 39            1.150798944033      1504659.779226277024         3723.658820882370      1500936.120405393885
 40            0.885839222666      1504659.761048339074         3723.766367519204      1500935.994680820033

