loop1: max_iter=50, norm_reduction(target=0.001, final=0.000825824)
  i                   resNorm                         J                        Jb                      JoJc
  0         1347.509827197067       830718.252767502214            0.000000000000       830718.252767502214
  1          692.015947174475       827123.424004714470           14.233854732723       827109.190149981761
  2          571.075390456013       825104.669228881947           51.729561415230       825052.939667466679
  3          498.687121610543       823776.767376750358          110.662068072975       823666.105308677419
  4          423.602926398733       822838.336251861067          183.659755402547       822654.676496458473
  5          383.967774009076       822000.845813047374          285.555288279182       821715.290524768177
  6          366.412761679529       821308.331197140971          408.738261878918       820899.592935262015
  7          302.326891904544       820797.006812522421          530.771557111562       820266.235255410895
  8          265.444943623941       820284.428266143310          689.850100904290       819594.578165239072
  9          259.822615788378       819962.777248275932          814.330278660855       819148.446969615063
 10          210.426543087865       819752.389409338357          909.299949842939       818843.089459495386
 11          197.378196109311       819431.149623070727         1082.699959261390       818348.449663809384
 12          175.975676915078       819260.241904883180         1191.939415365179       818068.302489517955
 13          135.860207047319       819079.885476108058         1324.235938243175       817755.649537864840
 14          117.085587015844       818890.003507446731         1488.519853278179       817401.483654168551
 15           92.496661401151       818773.248369164299         1606.145086076891       817167.103283087374
 16           91.000740999520       818676.277420744998         1717.524541670833       816958.752879074193
 17           71.629320789501       818609.884730838123         1803.394130239233       816806.490600598860
 18           65.491554302656       818557.801998038078         1878.166134251965       816679.635863786098
 19           59.383035947308       818521.877731806366         1934.829644179261       816587.048087627161
 20           52.724281727891       818497.228513333364         1976.869026937824       816520.359486395493
 21           39.390105036699       818471.420453054132         2024.558098194807       816446.862354859360
 22           35.496457847983       818451.160953110550         2065.484119154164       816385.676833956386
 23           29.410056269899       818438.851034943713         2092.380449051365       816346.470585892326
 24           25.595394317233       818429.356181200128         2114.586771476841       816314.769409723231
 25           23.558028210778       818422.214300134452         2132.439154360598       816289.775145773892
 26           21.916164578386       818418.045504471520         2143.460596747967       816274.584907723591
 27           15.890739335529       818414.689451006474         2152.759461207611       816261.929989798809
 28           12.952638956216       818410.905736731715         2163.874849199524       816247.030887532164
 29           11.365060444179       818408.772244859836         2170.538793402566       816238.233451457229
 30            9.813687437916       818407.275296289939         2175.461269513880       816231.814026776003
 31            7.944324330536       818406.118830407271         2179.459154917963       816226.659675489296
 32            6.246716532799       818405.246472113649         2182.632224143583       816222.614247970050
 33            5.774740129656       818404.652087041177         2184.905567564069       816219.746519477107
 34            4.338320211768       818404.224504462094         2186.621043599048       816217.603460863000
 35            3.868413075015       818403.944492178620         2187.796025711577       816216.148466467042
 36            3.085156405461       818403.750148589606         2188.646485226753       816215.103663362795
 37            2.511299224702       818403.593301004148         2189.363263171314       816214.230037832865
 38            1.979837185832       818403.498995812610         2189.812875905152       816213.686119907419
 39            1.737673369701       818403.429673549836         2190.157008033494       816213.272665516357
 40            1.361108916260       818403.387779546552         2190.373110695748       816213.014668850810
 41            1.112805539561       818403.355909865582         2190.543674139838       816212.812235725694

loop2: max_iter=50, norm_reduction(target=0.001, final=0.000990831)
  i                   resNorm                         J                        Jb                      JoJc
  0           29.225610238522       818404.783241941477         2190.543674139838       816214.239567801589
  1           29.165754837249       818396.144391893758         2191.628284128242       816204.516107765492
  2           29.996590621665       818391.644481408643         2192.218165318998       816199.426316089695
  3           30.837625961212       818387.195972329471         2193.285986570772       816193.909985758713
  4           23.116412167317       818383.537676572450         2194.345624499666       816189.192052072729
  5           19.180675033529       818381.581468150718         2195.055257349684       816186.526210800977
  6           20.113098073319       818379.462897495599         2195.731564182591       816183.731333313044
  7           19.685417909888       818377.920430753846         2196.128181768572       816181.792248985264
  8           16.207754439133       818375.946087469580         2197.052085636978       816178.894001832581
  9           14.283851577112       818374.601226412458         2197.865187055779       816176.736039356678
 10           14.240903843629       818373.512500073412         2198.163649486588       816175.348850586801
 11           12.748152124108       818372.860231751343         2198.416487130639       816174.443744620658
 12           10.552915214458       818372.013201932074         2198.755756239952       816173.257445692085
 13            9.335814223333       818371.144745434285         2199.121800295614       816172.022945138626
 14           10.505282150942       818370.754823672585         2199.348414016831       816171.406409655698
 15            6.926448372912       818370.093587219482         2199.560628192607       816170.532959026867
 16            6.691549438023       818369.635949168354         2199.637713615950       816169.998235552455
 17            4.861140229170       818369.241745009669         2199.886229547092       816169.355515462579
 18            4.587666527518       818368.926762521034         2200.209796925552       816168.716965595493
 19            4.611737167057       818368.705602099304         2200.599034328358       816168.106567770941
 20            3.751576382286       818368.575875187642         2200.809878220878       816167.765996966744
 21            3.116609875738       818368.442356689251         2200.954886019307       816167.487470669905
 22            2.798250870713       818368.338438513572         2201.134641817781       816167.203796695801
 23            2.148836435859       818368.259985184064         2201.245886199360       816167.014098984655
 24            1.869587782172       818368.198379760142         2201.280960044017       816166.917419716134
 25            1.723619957615       818368.152313918457         2201.347301645817       816166.805012272671
 26            1.641621323658       818368.129756827257         2201.371933509602       816166.757823317661
 27            1.413883813979       818368.107059767121         2201.410371917442       816166.696687849704
 28            1.129818406775       818368.091387709952         2201.454946882925       816166.636440827046
 29            0.842523626671       818368.077297506155         2201.474928400914       816166.602369105211
 30            0.754127382208       818368.067583604483         2201.510439767444       816166.557143837097
 31            0.569449060708       818368.058873487404         2201.535316691898       816166.523556795553
 32            0.501945842630       818368.053237811779         2201.528468424967       816166.524769386859
 33            0.406104714793       818368.050226844032         2201.534980754620       816166.515246089431
 34            0.378241080073       818368.047670819680         2201.548244397735       816166.499426421942
 35            0.266666053099       818368.045861368533         2201.538176263371       816166.507685105200
 36            0.229233911035       818368.044446875574         2201.527753633665       816166.516693241894
 37            0.195672780919       818368.043748561875         2201.524117920008       816166.519630641909
 38            0.172873415943       818368.043191376724         2201.525136841290       816166.518054535380
 39            0.145541705272       818368.042856492684         2201.528247721439       816166.514608771191
 40            0.122026256475       818368.042614228092         2201.531684221179       816166.510930006858
 41            0.085976702923       818368.042404815671         2201.536298774140       816166.506106041488
 42            0.071555156481       818368.042263057083         2201.548287875786       816166.493975181249
 43            0.071726278547       818368.042185764760         2201.554337388561       816166.487848376157
 44            0.047434825517       818368.042113096802         2201.558150227726       816166.483962869039
 45            0.039686363536       818368.042070365278         2201.560446718736       816166.481623646570
 46            0.031471084172       818368.042042476009         2201.560875414614       816166.481167061371
 47            0.028957647733       818368.042026097188         2201.561012650449       816166.481013446697

