loop1: max_iter=50, norm_reduction(target=0.001, final=0.0008522)
  i                   resNorm                         J                        Jb                      JoJc
  0         2093.514077341214      1999922.594571677037            0.000000000000      1999922.594571677037
  1         1899.267641320408      1990501.003868774045           40.506683960266      1990460.497184813954
  2         1125.460092269494      1981287.189103988931          205.542410582793      1981081.646693405928
  3         1679.392495792970      1976049.683231371921          419.172748564259      1975630.510482808109
  4          918.868210655515      1971309.936453751987          750.898291856818      1970559.038161895005
  5          897.238894692963      1967112.727081089048         1210.123434915291      1965902.603646174073
  6          665.814350831104      1964520.702957272995         1610.151554884708      1962910.551402387908
  7          564.426819523758      1961515.298974710982         2251.863994676044      1959263.434980033897
  8          555.713960232068      1959537.265059720958         2823.605361335803      1956713.659698385047
  9          429.720704729730      1957854.018300869036         3445.222257961921      1954408.796042907052
 10          368.139359252939      1956326.163725702092         4159.437775256861      1952166.725950445049
 11          345.810564614039      1955324.786316565936         4734.149637978264      1950590.636678588111
 12          303.506446586393      1954518.461040806957         5282.136260922516      1949236.324779883958
 13          245.819165206959      1953927.310095038963         5747.428891048542      1948179.881203989964
 14          223.693561499360      1953399.751010973006         6224.667674901469      1947175.083336071111
 15          189.699698789202      1952993.332833888941         6645.436537410022      1946347.896296479041
 16          180.887642570364      1952683.650121673010         7007.422814925538      1945676.227306748042
 17          140.212567295697      1952440.858427475905         7324.076918105100      1945116.781509371009
 18          129.004742262648      1952269.517711549997         7570.341840181820      1944699.175871368032
 19          111.465711848368      1952128.101567548001         7792.848677764571      1944335.252889784053
 20           93.628687433379      1952014.542017529951         7988.111096520631      1944026.430921009043
 21           83.960137239980      1951930.928542850073         8144.392512515992      1943786.536030333955
 22           70.345035101597      1951870.742316578981         8265.618700220475      1943605.123616358032
 23           59.163571399366      1951820.315586549928         8374.763319699621      1943445.552266849903
 24           53.659412831780      1951785.463466793997         8455.582379938498      1943329.881086854963
 25           45.287128599467      1951759.143741725013         8520.557467376382      1943238.586274348898
 26           40.817939067143      1951739.106347039109         8573.056809390346      1943166.049537647981
 27           31.722412086668      1951725.177064771997         8611.592405039624      1943113.584659733111
 28           26.812331957837      1951712.223725334043         8649.509461506252      1943062.714263827074
 29           25.323729152815      1951704.787652880885         8672.492590216902      1943032.295062663965
 30           21.013987778301      1951699.021639226004         8691.162836248528      1943007.858802977018
 31           18.359154544989      1951694.659871608950         8705.942531101638      1942988.717340508010
 32           15.697566722607      1951691.303674774943         8717.833392510423      1942973.470282264985
 33           14.217509783677      1951688.889045845950         8726.761297769848      1942962.127748076105
 34           11.469136939595      1951687.111458499916         8733.599697465132      1942953.511761035072
 35            9.381995624015      1951685.682603976922         8739.317149728216      1942946.365454249084
 36            8.231898562660      1951684.653237628983         8743.603341363958      1942941.049896263983
 37            6.900518901779      1951683.951230441919         8746.637376064289      1942937.313854377018
 38            6.195673662216      1951683.426153297070         8748.988424606767      1942934.437728689983
 39            5.467244947807      1951683.062149354024         8750.673977271133      1942932.388172083069
 40            4.570298468833      1951682.789471135940         8751.976842721228      1942930.812628414948
 41            3.784192485432      1951682.574516468914         8753.036611206177      1942929.537905263016
 42            3.433079267834      1951682.434690488968         8753.746847014205      1942928.687843475025
 43            2.872923448019      1951682.315417567035         8754.370713088101      1942927.944704479072
 44            2.537910537008      1951682.229278746992         8754.835009054215      1942927.394269692013
 45            2.149146387166      1951682.165893598925         8755.186601619338      1942926.979291979922
 46            1.784092806763      1951682.119871801930         8755.448980066220      1942926.670891735936

loop2: max_iter=50, norm_reduction(target=0.001, final=0.000827393)
  i                   resNorm                         J                        Jb                      JoJc
  0           62.603314352887      1951789.060949187027         8755.448980066220      1943033.611969121033
  1           48.587296124274      1951752.967434029095         8757.917818769489      1942995.049615259981
  2           63.729774642102      1951743.732642323012         8759.759547629790      1942983.973094692919
  3           30.188806313412      1951738.101091423072         8761.287441426910      1942976.813649995951
  4           40.303815419054      1951732.948817237979         8763.024610214636      1942969.924207024043
  5           29.178429067598      1951729.120358116925         8764.244861170029      1942964.875496946974
  6           29.029973520208      1951726.652265076060         8765.453479273241      1942961.198785803048
  7           20.393950066860      1951722.620002804091         8767.795856567696      1942954.824146236060
  8           20.429917934654      1951719.821459203027         8770.091626563817      1942949.729832638986
  9           15.328787239055      1951717.717449194053         8772.028943972515      1942945.688505222090
 10           14.287078288255      1951715.865541527979         8773.674216338773      1942942.191325190011
 11           14.250228334742      1951714.399060023949         8775.198846675412      1942939.200213348027
 12           11.600642091664      1951713.122093139915         8776.622319785574      1942936.499773354037
 13           10.614663401073      1951712.070299572079         8777.798233795560      1942934.272065777099
 14            8.978541064986      1951711.098261428066         8778.936382071293      1942932.161879356951
 15            8.415237619465      1951710.462023509899         8779.685202577288      1942930.776820932981
 16            7.103248989313      1951709.923500068020         8780.329673594410      1942929.593826473923
 17            6.325745834461      1951709.446598357055         8780.999303141500      1942928.447295214981
 18            5.204027487161      1951709.051205528900         8781.389318702786      1942927.661886827089
 19            4.575387659727      1951708.777058836073         8781.565679244413      1942927.211379592074
 20            4.223612571434      1951708.559315817896         8781.584559633940      1942926.974756184034
 21            3.923579157054      1951708.405223093927         8781.642444732552      1942926.762778362026
 22            3.261422158199      1951708.273384945001         8781.555668570403      1942926.717716374900
