        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3879003  3879003  3879003  3743295  3743295            5     0.258233     0.258233
     adpsfc_t181     9255      357      357      352      352       0.7528      1.70482     0.743341
     adpsfc_t183     9255      216      216      214      214  3.34887e+09      0.13566    0.0666501
     adpsfc_t187     9255     1999     1999     1999     1999       2.2585     0.218815     0.177372
     adpsfc_q181     9255     3082     3082     3080     3080      940.355    0.0465646    0.0232044
     adpsfc_q183     9255     3296     3296     3292     3292      966.298    0.0221667     0.010779
     adpsfc_q187     9255     2306     2306     2304     2304      389.922     0.442774     0.267063
    adpsfc_ps181     9255      358      358      356      356      55.5579       1.0126     0.238313
    adpsfc_ps187     9255     1875     1875     1875     1875      55.0955      1.15053      0.30174
    adpsfc_uv281     9255      636      636      632      632      1.72388     0.409588     0.174729
    adpsfc_uv284     9255      428      428      422      422      1.28472     0.905443     0.326448
    adpsfc_uv287     9255     3980     3980     3974     3974       1.5874     0.505042     0.269665
     adpupa_t120     1026      161      161      161      161  1.02811e+20     0.224191      0.12936
     adpupa_q120     1026       21       21       21       21   0.00072372     0.238963      0.15995
    adpupa_ps120     1026        0        0        0        0            0            0            0
    adpupa_uv220     1026      790      790      790      790  1.46154e+20     0.378933      0.22167
     aircar_t133    12107     5143     5143     5137     5137      1.11312     0.366234     0.191473
     aircar_q133    12107      399      399      399      399      0.40549     0.181577     0.126631
    aircar_uv233    12107    10424    10424    10412    10412      2.35566     0.550078     0.218255
     sfcshp_t180     3146      675      675      674      674  8.61301e+08    0.0600016    0.0536248
     sfcshp_t183     3146       51       51       51       51  2.42536e+09     0.286447     0.310354
     sfcshp_q180     3146      461      461      460      460   0.00109297     0.413961     0.232821
     sfcshp_q183     3146      295      295      294      294       935.84      0.07688    0.0409675
    sfcshp_ps180     3146      777      777      764      764      38.0402      3.06675     0.748413
    sfcshp_uv280     3146     1288     1288     1286     1286      2.64817     0.262814     0.131281
    sfcshp_uv282     3146       36       36       36       36      1.07921       1.3551     0.152088
    sfcshp_uv284     3146      240      240      228      228      1.13695      1.21077     0.407625
