               program              observation         number         status
            larccld.fd                GOES_EAST        1050273           read
            larccld.fd                GOES_WEST         824578           read
           metarcld.fd                raw_METAR           5808           read
           metarcld.fd       METAR_on_MPAS_mesh        1071989      processed
          lightning.fd            raw_lightning          26779           read
          lightning.fd   lightning_on_MPAS_mesh           3915      processed
   refmosaic_nonvar.fd                 n_levels             33           read
   refmosaic_nonvar.fd                  max_val           63.5           read
   refmosaic_nonvar.fd                  min_val         -999.0           read
      cloudanalysis.fd                nasa_larc        2341818       ingested
      cloudanalysis.fd                    METAR        1071989       ingested
      cloudanalysis.fd                lightning           3915       ingested
      cloudanalysis.fd                     refl             33       ingested
