loop1: max_iter=50, norm_reduction(target=0.001, final=0.000868533)
  i                   resNorm                         J                        Jb                      JoJc
  0          945.658419988723      1754641.475174577907            0.000000000000      1754641.475174577907
  1         1012.638369585598      1750608.702455858001           36.372143934047      1750572.330311923986
  2          678.294320394526      1747765.085271849995          121.521646747645      1747643.563625103096
  3          563.815242875922      1746379.971014785115          195.861135883871      1746184.109878900927
  4          492.102759889962      1743958.937150873942          441.314156429334      1743517.622994445032
  5          372.248707833961      1742469.279017342022          697.034894600215      1741772.244122741977
  6          358.204651659665      1741011.358850752003         1077.186376282418      1739934.172474469058
  7          277.158012648473      1740049.321405896917         1429.807099596769      1738619.514306300087
  8          248.003897577673      1739283.413358011050         1796.093833330731      1737487.319524680031
  9          226.740740522437      1738719.869171282975         2135.221872190535      1736584.647299092030
 10          184.003392185691      1738274.784024477936         2460.896588218499      1735813.887436260004
 11          160.518987229032      1737955.713158531114         2737.088311233883      1735218.624847297091
 12          126.922504524856      1737720.458182303933         2972.361447758266      1734748.096734545892
 13          109.273356181168      1737475.589603654109         3258.464546394348      1734217.125057260040
 14           92.326004954900      1737325.367574864998         3462.180285866924      1733863.187288999092
 15           78.174723337648      1737235.408242797013         3598.580705980782      1733636.827536816942
 16           66.943514115762      1737170.525635594968         3706.509501076916      1733464.016134517966
 17           56.468994737538      1737107.692202772014         3821.946218290422      1733285.745984480949
 18           42.487390131608      1737067.689863621024         3902.970322857339      1733164.719540764112
 19           38.299489993089      1737037.703882057918         3969.349697749793      1733068.354184308089
 20           32.555531542491      1737021.452115840046         4008.182485069090      1733013.269630770897
 21           24.825904553382      1737005.165284910006         4050.082789155941      1732955.082495753886
 22           20.190397257833      1736994.306315897033         4080.339226623881      1732913.967089273036
 23           17.469429200933      1736987.917173834052         4099.423543563037      1732888.493630270939
 24           13.812815486341      1736983.180653263116         4114.494422030637      1732868.686231232015
 25           11.306086006716      1736980.058348987019         4125.053401536242      1732855.004947450943
 26            9.286956649664      1736977.959289388033         4132.569006138710      1732845.390283250017
 27            7.599666392450      1736976.536959579913         4137.945953412735      1732838.591006167000
 28            5.987875838810      1736975.530089613982         4141.960078653388      1732833.570010961033
