        observer   n_ioda     nobs   nobs_r  n_loop1  n_loop2       obserr       Jo/n_1       Jo/n_2
        refl10cm  3914989  3914989  3914989  3780397  3780397            5     0.452741     0.452741
     adpsfc_t181     8077      372      372      358      358       0.7528      2.40646     0.685134
     adpsfc_t183     8077      214      214      212      212  3.36463e+09    0.0684691    0.0349406
     adpsfc_t187     8077     2101     2101     2097     2097       2.2585     0.216546     0.156704
     adpsfc_q181     8077     2632     2632     2629     2629      926.447    0.0797161    0.0465863
     adpsfc_q183     8077     2844     2844     2839     2839      961.342    0.0177364   0.00859979
     adpsfc_q187     8077     2429     2429     2426     2426      389.085     0.444665     0.291734
    adpsfc_ps181     8077      373      373      371      371      55.6071      0.96561     0.369869
    adpsfc_ps187     8077     1960     1960     1960     1960      54.7563      1.48904     0.320033
    adpsfc_uv281     8077      728      728      722      722      1.70618     0.599486     0.274707
    adpsfc_uv284     8077      424      424      418      418      1.28383      1.07638     0.468334
    adpsfc_uv287     8077     3866     3866     3832     3832       1.5874      0.78148     0.436302
     aircar_t133    53350    23325    23325    23310    23310     0.947976     0.334529     0.203191
     aircar_q133    53350     2078     2078     2078     2078     0.513912     0.371453     0.254277
    aircar_uv233    53350    47194    47194    47160    47160      2.33071     0.416007      0.21809
     sfcshp_t180     2766      525      525      525      525  7.55929e+08     0.104262    0.0945031
     sfcshp_t183     2766       45       45       45       45  1.49071e+09     0.194588     0.143523
     sfcshp_q180     2766      333      333      333      333   0.00108581     0.627167     0.444811
     sfcshp_q183     2766      207      207      207      207      918.543     0.112722    0.0891056
    sfcshp_ps180     2766     1096     1096     1092     1092      38.3147      3.62861     0.919969
    sfcshp_uv280     2766     1710     1710     1710     1710      2.65124     0.285661     0.150712
    sfcshp_uv282     2766       38       38       38       38       1.0792      1.27294     0.229679
    sfcshp_uv284     2766      222      222      220      220      1.12487      1.34261      0.28639
